ValgstedId,Husstandsindkomster fordelt på afstemningsområder_100.000 - 149.999 kr,Husstandsindkomster fordelt på afstemningsområder_150.000 - 199.999 kr.,Husstandsindkomster fordelt på afstemningsområder_200.000 - 299.999 kr.,Husstandsindkomster fordelt på afstemningsområder_300.000 - 399.999 kr.,Husstandsindkomster fordelt på afstemningsområder_400.000 - 499.999 kr.,Husstandsindkomster fordelt på afstemningsområder_50%-percentil for husstandsindkomst,Husstandsindkomster fordelt på afstemningsområder_500.000 - 749.999 kr.,Husstandsindkomster fordelt på afstemningsområder_750.000 kr.-,Husstandsindkomster fordelt på afstemningsområder_80%-percentil for husstandsindkomst,Husstandsindkomster fordelt på afstemningsområder_Antal husstande i alt,Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 20% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 50% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Husstandenes formuesum,Husstandsindkomster fordelt på afstemningsområder_Husstandenes indkomstbruttosum,Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 20% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 50% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Under 100.000 kr.
479010,6,61,190,197,172,604389,326,618,1023592,1578,513730108,898166315,5623688275,1186332936,1571096615,3414604029,8
479011,4,45,291,231,168,445068,283,297,792383,1322,275165250,514561999,2680397173,713690282,816267609,1771871168,3
479014,2,25,75,107,62,529130,129,171,852225,576,129505042,249080025,1209406401,343824768,411482121,768272933,5
479016,24,38,152,128,90,484794,178,274,917899,914,234456807,420588874,1992772201,551923308,648843096,1392783856,30
479017,9,64,255,190,155,442984,269,255,771132,1209,256800222,472345058,2178175554,646785087,805013532,1514835081,12
479019,17,63,198,168,166,495275,267,341,854102,1230,307421114,554357178,2831551849,747202420,956408526,1858134445,10
479021,8,31,107,77,65,471003,107,162,861433,567,137160457,249855755,1302275516,332949029,429960099,888094940,10
479023,8,17,147,117,64,496522,145,211,867708,719,170301397,317561502,1495913167,427041017,600353674,1118834615,10
479025,7,62,151,100,81,421259,138,148,774299,698,162104576,282426327,1440085465,371301085,533039079,1015494243,11
479027,14,40,146,142,91,470037,150,252,885335,848,225353674,397039145,1861384590,522791982,684418029,1342959576,13
480001,21,130,747,517,322,928287,534,601,1580345,2911,646109459,1130968957,5193883353,1533128760,1844067669,3780489822,39
480002,4,21,74,63,55,480193,106,95,785775,426,109103770,189943029,807579347,253560125,282489793,526545243,8
480003,8,55,199,225,224,1001215,342,390,1670090,1460,341015835,628510456,3109055018,869615359,878383433,1881800361,17
480004,36,173,726,510,326,935485,637,697,1601663,3130,670923994,1227169451,5485772053,1663259940,1853116941,3850626681,25
480005,4,24,56,65,51,596951,128,166,916480,492,142753817,252530987,1172440666,342813291,383670100,738840853,2
480006,5,22,90,90,83,509299,141,176,850094,618,152648917,278553131,1262191355,377945868,434575534,841419146,11
480007,3,25,88,63,72,537659,153,159,823508,572,145012132,261846184,1100252077,356479939,367925599,754116351,9
480008,12,31,122,121,112,659897,236,504,1079623,1152,361693790,661278248,3275831945,884243969,944727686,2007690373,14
480009,8,30,88,85,70,556802,178,194,853467,665,151620120,291190202,1388723103,400737379,449238549,900320209,12
480010,23,102,445,344,214,436295,378,519,834909,2043,468497416,850433493,3606230957,1134662000,1253630784,2589684260,18
482001,9.09,39.29,124.39,95.09,56.30,367791.05,92.78,77.87,675500.06,503.00,99336373.67,174844252.27,999074891.47,237390171.57,403206826.73,749611336.13,8.19
482002,14.13,109.11,326.20,207.14,121.30,631710.33,263.15,188.13,1193827.58,1251.42,262892758.72,457352532.88,2307133002.38,610431913.41,837524592.67,1625255664.14,22.27
482005,51.78,185.60,913.41,545.78,329.39,449504.61,511.07,479.01,854394.36,3054.58,600090434.61,1046944753.86,5189425129.15,1423771538.02,1969658474.60,3944620064.74,38.54
482007,10.81,59.70,220.45,182.85,128.31,541521.54,215.75,153.95,928751.37,988.79,195982200.69,354216986.52,1867786103.18,485457766.84,622624026.93,1313914515.09,16.99
482011,17.19,67.30,210.55,159.15,107.69,574859.46,134.25,97.05,994733.63,815.21,150871831.31,262716716.48,1550825126.82,358006172.16,635829643.07,1101752453.91,22.01
492001,34,115,417,264,165,344936,257,247,653826,1598,309309577,535827410,2940933876,711634322,1174426636,2319508846,99
492002,17,67,333,187,129,367357,216,182,702377,1157,224420378,399792553,2623557165,541511637,908685235,1859509786,26
492003,7,53,146,93,74,369048,104,85,639540,579,108099131,193220240,1216083159,262987586,429158602,821456537,17
510001,153.31,306.33,1654.65,1028.52,670.67,1061769.50,842.36,836.77,1985505.73,5676.24,1189028408.95,1994088838.72,8481357045.91,2671066404.16,3841247870.16,6840199873.42,183.63
510002,51,145,879,580,368,794403,539,723,1560311,3346,772459119,1333034936,5558458696,1776930525,2240493899,4292832671,61
510003,56.49,116.26,384.09,290.49,222.55,496542.26,391.18,616.77,960803.55,2156.92,598278727.13,1033637376.86,4597460645.52,1333213401.88,1714632471.28,3390234021.84,79.07
510004,4.31,17.39,57.41,66.10,55.46,1012218.62,115.74,166.50,1527573.41,489.22,125669341.92,234847146.86,1150396960.78,321441565.63,366377739.78,755141012.34,6.30
510005,4.88,12.62,67.88,70.00,58.02,483935.39,116.63,155.77,789854.08,487.81,123698543.68,230065057.62,1087681344.03,314875414.93,398335338.97,701466292.45,2.00
510006,3.75,25.19,108.40,114.59,78.52,1131096.47,186.69,311.69,1777063.70,836.37,243849836.95,438315056.79,2128856942.51,580931199.62,667737894.62,1364944466.87,7.55
510007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510008,5.25,36.18,118.79,95.05,102.05,717333.78,170.81,226.49,1213719.56,770.28,212278871.04,370569878.71,1812396974.10,488866465.06,647235380.86,1197662994.00,15.67
510009,4,29,119,125,125,651944,275,444,978522,1124,304916112,576683735,2729643090,801894302,820419460,1571644579,3
510010,5.75,24.82,87.21,111.95,88.95,1388397.22,159.19,214.51,2321644.44,699.72,194146495.96,342696957.29,1820229963.90,461695779.94,630897231.14,1159614459.00,7.33
510011,6.05,29.66,89.09,76.65,55.99,553845.20,130.59,154.67,904107.96,544.87,134323505.23,246767682.22,1192045975.25,333821359.87,375004539.14,779637678.28,2.15
510012,2.06,10.78,45.47,47.14,53.35,651085.24,75.43,143.70,991333.41,379.11,94052852.18,182882570.54,819655927.48,253774555.76,256770396.62,491375897.42,1.18
510013,8.20,28.41,75.26,97.99,77.78,561043.23,147.46,212.45,909524.72,650.84,162598230.93,303730308.41,1505945432.57,415869435.95,450081155.56,935838185.75,3.29
510014,4.89,43.55,131.43,127.21,110.66,997105.55,222.98,256.64,1606874.63,909.02,203681227.58,390071052.24,1548347156.27,539173575.36,494636045.24,1011863547.30,11.67
510015,3,24,85,96,69,511616,149,148,817702,579,130121799,246256527,1067142238,339857253,385208620,708718536,5
510016,3,11,72,62,63,522488,116,128,839914,461,125008588,218248457,845801484,296029522,304845856,566717562,6
510017,43.83,166.48,1012.21,634.59,414.97,1228212.02,641.43,728.49,2239537.55,3672.94,750850009.34,1347477510.25,5596167614.38,1836442273.64,2130824660.01,4248936386.32,30.94
510018,9.22,52.30,193.10,156.72,113.03,1325722.50,226.51,306.55,2263435.27,1067.66,249862762.11,465004135.48,2056330211.29,627680622.19,756156896.62,1453249422.02,10.22
510019,7,20,70,81,52,542232,117,144,855698,497,118385420,221578158,1016093023,301661709,328420416,623173727,6
510020,15,106.63,374.21,236.03,185.29,826340.69,326.99,301.10,1442055.51,1565.10,322896192.78,588801438.04,2676473030.29,795814749.98,923396121.20,1922054641.41,19.85
510021,6.25,32.51,67.73,61.67,33.74,408516.38,84.02,77.66,718603.76,370.85,80453173.12,146460058.74,628925180.84,195038706.61,245751854.44,455594060.88,7.29
510022,1.75,8.87,23.06,24.31,26.98,645674.93,41.99,72.24,1045177.73,202.05,47654390.11,93731409.22,398336832.87,129622698.40,116886224.36,256224309.71,2.86
530001,46,111,565,433,321,521328,578,1065,978858,3156,891271893,1587109425,7624774634,2082487411,2592675319,5201894937,37
530002,13,60,199,155,141,477205,224,283,823197,1083,255077236,463277859,2196991814,623995587,746656244,1443132627,8
530003,13,38,153,126,98,533905,198,293,880200,928,222990254,420737413,2025409320,570019284,620312526,1344330213,9
530004,6,24,88,59,47,508467,103,132,875847,462,122527321,217016307,1002480886,284184110,372527271,682873217,3
530005,3,29,67,44,45,541908,92,131,872059,413,98140431,186756371,851334372,253685972,290868122,585563610,2
530006,82,255,1109,768,606,439742,1050,1233,809155,5206,1211793906,2163941850,10416167705,2885599152,3608595972,7361533167,103
530007,7,51,163,132,121,472451,184,246,851858,912,210637840,390633210,1874890252,528345493,605340132,1223459509,8
540001,41,139,789,557,344,372118,502,459,689047,2872,562409939,993400634,4487790034,1362445498,1788690415,3453063159,41
540002,10,63,301,257,145,404378,266,236,733232,1284,243850905,457146397,1967911034,635232595,704801704,1407006146,6
540003,14,70,366,305,171,430380,341,373,779701,1658,352683863,648939735,2891824134,881411455,1026184851,2007723808,18
540004,8,51,164,180,115,507184,268,284,833524,1080,243519944,455205072,2212048760,625901420,676708029,1375272011,10
540005,14,79,425,313,209,431071,338,434,805963,1832,403863994,732734451,3687662551,989805124,1240519260,2606134580,20
540006,11,54,249,183,152,572158,295,525,989742,1477,427937331,767181160,3920521673,1014207977,1306989877,2564065542,8
540007,16,65,192,199,118,468823,235,286,827019,1127,264421933,478052750,2239463073,639953474,735416400,1499084273,16
540008,4,6,36,45,29,480493,55,62,818288,248,59300198,107637582,595213760,143441074,188954835,410436898,11
540009,97,217,1038,751,526,403970,748,994,784965,4491,1014466847,1770876610,7803218751,2357504031,3173699608,5914291257,120
540010,133,222,1161,721,448,348831,623,685,677929,4190,884575499,1484949443,6058289815,1958975034,2864385165,4974921910,197
540011,170,227,1178,732,480,358454,676,776,694184,4407,1099626449,1750848999,6850676968,2265160829,3409993662,5564770563,168
540012,20,93,433,335,283,580137,503,1021,1004431,2705,830706262,1465960977,7404664416,1930264936,2524872911,5041095324,17
540013,4,50,198,200,137,575868,314,460,906524,1367,348937709,651918092,2986639984,891319969,933080667,1807461289,4
540014,7,16,103,122,90,559225,195,225,880075,765,205195714,367195283,1725702697,500439587,616831982,1110819745,7
540015,15,76,342,312,218,517864,428,624,896615,2035,516605094,945511896,4321258820,1269216956,1501248764,2913408921,20
540016,50,185,801,655,461,435454,704,956,821129,3858,912206970,1618004408,7920275710,2164637650,2754469147,5718762474,46
540017,3,13,55,68,33,570185,105,110,861894,392,97187488,179358978,729783439,244014907,233362832,465227657,5
550001,14,56,177,144,88,436906,188,189,772978,865,212282385,367032914,1680339569,486989124,615962757,1209945718,9
550002,7,29,61,57,33,414537,67,73,793007,333,80718229,139048295,764757650,183533591,252683089,543266294,6
550003,3,17,26,42,34,475816,54,60,803509,241,54257321,100529977,389499390,137466503,134392520,276408693,5
550004,11,57,219,151,80,370798,162,142,708027,841,175628925,307065650,1450191447,410599025,565018207,1096083945,19
550007,4,25,41,43,32,416926,46,58,757872,260,66412722,110860039,547769537,143980736,175449629,382448133,11
550008,4,25,78,58,64,500269,107,136,862344,485,123467584,220229741,1219628571,288708798,391603968,818724826,13
550012,24,111,443,281,175,375163,312,298,717101,1667,350705234,614446374,2787009028,824638096,997324186,2083597505,23
550014,4,19,92,86,60,526340,142,166,851076,571,132609029,249530736,1131629416,345418137,345908160,738525067,2
550015,10,15,83,62,30,406683,84,67,741289,357,82986195,145464068,553729233,193237545,241551881,409254766,6
550016,1,13,50,60,55,510961,98,101,826963,386,88662064,166468505,705828980,228022054,272190520,461637944,8
550017,8,55,179,153,108,460619,227,209,777241,951,244466898,419836743,1809563799,557206370,677936092,1267242478,12
550018,1,15,64,51,43,484832,68,90,855013,337,101665930,166556087,721212627,217878997,246122660,482978455,5
550019,3,10,28,36,25,526722,61,60,869272,229,58611181,103823331,452966373,138264694,194004064,312300866,6
550021,4,20,49,58,40,417888,64,63,754795,304,76218387,129201810,520087818,172108918,189698770,360234142,6
550023,28,91,462,294,215,416662,355,424,777338,1893,432404675,763001030,3613971154,1019234812,1281640414,2600276065,24
550024,9,24,65,77,54,494766,122,106,781666,462,113611077,200994037,890737595,273153844,301781632,555524330,5
550025,107,257,1113,742,474,374189,713,781,716272,4262,919578075,1581512496,7352303966,2115130868,2921605016,5711349034,75
550027,6,17,60,63,55,577178,108,148,899958,463,119337919,220187785,1113778977,298670918,343964006,717957364,6
550029,6,26,75,74,56,458059,94,103,787323,443,103859690,183917661,941024476,247410315,350991906,671660912,9
550051,2,16,64,54,33,429900,69,52,722198,294,65678637,115812277,802184118,156802295,262228035,526909319,6
550061,28,132,482,316,168,373804,348,340,726641,1835,410626785,704240104,3054035092,929847769,1099609677,2234813386,21
550071,3,14,33,39,22,556632,58,80,900870,253,71065906,125913468,537084331,167162671,220004524,348475522,4
561002,370,621,1855,1466,974,439856,1175,1190,722983,7966,1737888215,2848883827,9773365807,3752198508,4831398721,7796956498,315
561003,117,158,655,322,168,268447,186,120,464474,1828,271723063,463286770,1710476417,636037118,891610409,1417786547,102
561004,60,128,639,437,339,376615,384,439,700344,2484,491197238,866782644,3509248898,1178894677,1459295298,2634192838,58
561005,111,188,922,558,421,359406,604,514,655212,3481,636581019,1144008590,3962654057,1544692830,1601388237,3027311199,163
561006,123,166,777,488,316,382232,530,787,811353,3403,873902027,1450449004,5829514496,1844621343,2716975318,4749094646,216
561007,72,154,626,410,268,380710,466,455,722482,2507,497809640,898840117,3450704544,1211064786,1396261098,2587976950,56
561008,2,27,85,102,92,673297,186,377,1003148,880,234844903,453422155,2289079926,627961400,713384531,1353849448,9
561011,44,113,391,280,205,458062,327,592,918971,1981,523414188,922700515,4434831075,1201881866,1618672087,3219185370,29
561012,2,36,149,161,127,673243,277,587,1005811,1357,372041123,713349678,3641115554,977549421,1147685035,2215889815,18
561015,17,116,567,428,349,536750,583,1098,943752,3175,881969894,1586906246,8588883356,2101669372,2550438500,5402501438,17
561016,28,102,505,439,304,625808,587,1430,1118352,3422,1256201040,2137339946,10570159452,2741755295,3346198364,6897143539,27
561017,2,13,52,53,50,725895,138,277,1040039,594,182081368,339862550,1623841155,467955891,377066926,909669910,9
561020,10,47,214,179,147,627887,287,598,981717,1490,416184023,775263003,3726621320,1045079901,1180072761,2369305109,8
561021,73,142,597,334,224,335158,323,269,631869,2016,365417280,641704487,2542288560,871226574,1143984522,2065041029,54
561022,18,36,334,196,185,468820,283,388,857869,1450,372461987,652474070,3333833880,867872620,1129430793,2403231451,10
561023,29,59,378,328,229,443732,362,431,795714,1829,376567879,709544873,3503225829,979390889,1253593605,2546553344,13
561024,10,36,193,203,186,644102,336,722,1012885,1697,480716516,905385671,3717126190,1235785314,1179072958,2415924408,11
561025,39,217,825,672,468,522670,946,1512,899823,4728,1143634480,2153099571,10119168024,2883110267,3340936318,6754665006,49
561028,80,202,1202,887,633,452848,1052,1415,845410,5546,1384307115,2417469873,12811093167,3211535681,4670008997,9318257023,75
561032,2,29,110,117,113,549334,220,255,874470,858,209461736,391370559,1932303238,539769153,601989786,1251801194,12
561033,8,49,180,152,111,564493,305,363,875266,1177,275689102,528437420,2417827480,727374554,738797985,1503080482,9
561035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561038,7,30,109,99,86,516327,179,185,825526,707,166630038,306718062,1447899741,410954604,434637989,890313455,12
561040,13,70,274,228,169,523365,348,473,875509,1592,382555059,714674256,3167650477,952603786,1035440640,1994056234,17
563001,13,70,285,242,192,474711,327,388,842474,1542,388210096,676844940,4193441016,907067967,1302032880,2846202911,25
563002,4,6,35,48,27,428751,50,34,710399,204,44048191,79113443,611740358,109572805,164816825,406384203,7
573001,122,319,1658,1148,810,427140,1286,1732,817028,7173,1734201565,3024482788,14870284080,4014243580,5544475749,11017106032,98
573004,4,24,56,64,58,550258,103,164,920719,477,117283362,222631858,1226044766,302537809,374399416,705046643,4
573005,5,16,58,50,29,546694,76,114,933794,352,85390364,162053949,792601530,218108740,235376217,487386879,4
573006,2,8,31,37,42,640660,71,147,988905,344,89260928,175270891,1003743989,242067630,301442376,609804566,6
573007,4,15,73,67,66,676683,138,267,978228,634,171086034,326380740,1627691282,453211006,491859032,947129371,4
573008,2,17,76,57,59,544858,113,147,873405,477,105513222,206366804,1065841052,285492772,371419548,700238566,6
573009,3,17,68,55,55,604694,142,187,909185,533,144946402,264445500,1429399167,359769560,414710429,815922184,6
573010,3,39,86,80,55,510784,148,151,820407,576,132147682,245898037,1239827530,332065713,387994667,790617373,14
573013,14,69,254,174,123,429210,219,248,781748,1122,257812576,453545676,2518576408,601983723,891528042,1761712622,21
573014,2,21,46,50,46,530805,78,111,888054,364,105166406,182669485,1041572066,239542999,327674849,663105314,10
573015,5,45,127,79,88,500791,155,201,870701,708,169517063,313257067,1501659599,420881205,509494613,932977073,8
573018,16,71,304,252,208,492000,344,497,887605,1709,412722282,760274812,4073304377,1023534380,1284859102,2732375988,17
573019,3,9,44,42,42,473367,56,71,848565,269,85285948,136620011,996927534,179529390,314197163,632349722,2
573022,1,21,66,69,57,577685,134,159,927564,510,144316366,255863897,1238495551,345973121,364196267,770446956,3
573023,7,44,148,100,71,486817,156,209,852858,743,179570111,328692667,1589986560,437365187,542778730,1075109809,8
573024,1,10,37,43,34,553277,64,98,886261,290,72785762,136743361,674763645,185337728,251875080,477154946,3
573026,3,27,67,66,70,605988,145,223,915176,608,162596653,302986583,1498722802,412078704,466462527,852768270,7
573027,4,24,85,65,49,508492,98,141,889751,472,119114418,216728041,979575083,288111204,344278401,696959589,6
573028,6,34,82,77,66,536260,132,190,909301,597,147744738,275047807,1382022656,371969868,489109679,898087307,10
573030,23,135,548,387,283,470985,550,725,836419,2682,629819832,1156729362,5791254607,1537190985,1868936960,3958797900,31
573031,5,35,155,122,96,529380,202,267,870570,888,213834984,400291977,1826264758,544142614,647345425,1229322483,6
573032,9,33,161,136,93,470021,171,218,836752,826,179105698,338732677,1664124351,461373560,531593822,1163650372,5
573033,1,19,48,66,37,535821,92,96,853277,361,87068411,159192523,733843333,217052622,233410282,437633247,2
575001,26,128,535,381,278,466573,500,701,853271,2570,617909436,1116583985,4812298532,1490693833,1641145258,3347655795,21
575002,2,15,58,52,36,521183,91,100,850614,363,90871434,164869959,771902875,222208575,241151617,464092243,9
575003,22,97,349,268,197,445985,361,393,793926,1704,387683371,699208717,3014680255,941013595,1033149860,2110765234,17
575004,1,22,61,66,46,568850,126,157,903660,485,127623535,232579494,1060749061,311829343,371108690,668874844,6
575005,8,37,93,64,49,520335,126,158,859162,542,124027781,237955174,1120727216,318832306,399645448,765447311,7
575006,1,18,48,26,35,498981,67,62,826080,259,75434545,125626710,493726659,166168060,156261161,333495043,2
575007,22,95,420,242,166,420215,340,378,781097,1679,386480674,684808613,3038090140,909247905,1017584589,2227519564,16
575008,3,17,55,54,33,595957,111,121,865606,396,105084680,191164677,845526312,259801297,259579317,521350558,5
575009,12,48,215,165,106,509663,238,346,900313,1137,319249893,554802208,2508256751,731788404,853394698,1736587275,7
575010,3,9,35,35,33,604291,76,103,949452,301,93981383,161973612,670057183,215891667,239328177,427517096,7
575011,5,26,161,101,108,481562,168,206,847139,784,191232212,345196629,1453351419,466390775,494212673,965421276,9
575012,3,8,28,31,24,517629,44,61,931030,204,55894071,99187820,532747675,131062710,151788609,303436141,5
575013,5,13,37,49,41,579083,68,110,892471,322,83042528,155032316,691107790,210635458,286604575,468322870,4
575014,65,213,1061,817,547,413428,859,976,771417,4608,1032901891,1817574559,7912281890,2446126383,2866160131,5627907182,70
575015,2,8,22,27,24,681189,66,119,1017391,269,78667536,146860844,737492105,204316338,214966499,430324014,1
575016,8,26,132,145,132,696543,263,611,1100717,1327,398233600,752338965,3485778551,1027422281,1097481270,2142451044,10
575017,3,18,54,78,70,626707,153,230,939101,614,183830188,327852547,1410771838,446778642,446006741,883669786,8
575018,6,26,80,89,58,605442,147,222,938127,631,171571082,315193282,1335949034,427501951,492496827,872138693,3
575019,9,48,125,149,100,521050,206,278,855446,920,220064940,410291193,1756504216,559457240,605996059,1140050776,5
580001,2,17,58,55,33,537531,93,97,860410,363,90450624,164902632,662794702,220785414,223434116,427583506,8
580002,6,21,63,60,42,502558,91,109,832063,397,111359455,191123136,775454309,252092952,302827582,507025256,5
580003,26,148,719,509,328,445402,600,829,826534,3184,742325300,1345000694,6139436708,1801550404,2186424475,4400469876,25
580004,13,68,269,276,194,561072,406,644,944305,1896,510063050,934914594,4737029700,1250214151,1507946113,3050594496,26
580005,6,26,120,116,78,577490,203,259,895758,810,194000841,370298556,1651145370,511739631,519244154,1061401409,2
580006,4,23,71,54,46,475996,79,115,875800,398,105211197,186007622,839354388,245033793,327922518,590557731,6
580007,11,51,159,147,107,489162,210,260,834088,953,218842944,408319843,1959191109,553970799,706221075,1273721057,8
580008,7,44,125,143,113,585751,224,358,922626,1017,297782057,526493826,2617990987,707553713,900349392,1683346635,3
580009,15,31,149,157,101,515889,214,283,884642,960,259837990,458507178,2017681512,612220188,675230481,1317445159,10
580010,3,30,96,91,61,487197,134,136,811827,559,133828416,241947364,1151442602,326825104,374007628,799030066,8
580011,11,88,244,189,115,426079,247,255,769793,1179,253567622,461622066,2325640685,614434321,874609486,1683481807,30
580012,28,104,421,294,171,389185,362,289,714156,1701,346714279,619711646,2783704615,837073117,1040501255,2048142266,32
580013,9,50,151,155,112,501338,230,266,828030,986,213833747,409243580,1933098640,563298296,639872967,1267659094,13
580014,30,96,333,314,227,473087,404,517,852863,1967,564625406,940301055,4430210614,1221017672,1642027152,3173734595,46
580015,56,125,600,465,322,390670,468,463,722971,2570,530279413,939820195,4074674878,1268692840,1477152783,2997414744,71
580016,194,277,1360,860,604,364105,795,956,715984,5237,1252651805,2044025407,8971955282,2664053770,4219718518,7371437898,191
580017,57,91,478,326,241,405668,375,415,764468,2028,472962467,812734506,4134579692,1075206773,1573806569,3103093679,45
580018,17,44,396,264,181,416875,314,304,747612,1531,329318402,587061896,2433410016,802548499,998323934,1880537869,11
607001,178,361,1626,1230,852,404250,1233,1569,782010,7204,1622973126,2836781066,11108049917,3783674980,4605714542,8517353557,155
607002,1,16,56,74,73,651588,144,254,961075,620,186213890,336841566,1656630526,462823212,515698634,976546837,2
607003,41,94,455,506,487,622336,896,1637,1020411,4149,1238603325,2243922099,11674081661,3028785330,3596749447,7349747889,33
607004,3,14,33,37,38,582510,88,115,918683,331,109721553,183337345,784743978,245177516,273080683,481723036,3
607005,6,62,277,300,252,636232,478,995,1065514,2385,690294050,1292747523,6275363841,1749673490,2090786642,4054855989,15
607006,112,201,1475,982,634,385351,887,1081,748766,5430,1161413644,2036697626,7476980145,2754101244,3176674298,5792407258,58
607007,2,20,58,77,95,674202,183,354,1083853,793,246565874,455231017,2851409677,626580689,879889523,1717490683,4
607008,164,282,1230,785,500,322593,546,353,525578,3984,662171499,1152543946,3538887719,1595888668,1727796648,2785880118,124
615001,115,229,1192,736,484,335507,558,360,562436,3748,612688124,1091899495,3419120290,1528672387,1392692753,2588853703,74
615002,111,223,1034,682,424,350191,603,491,630503,3653,687929167,1196081551,3671968014,1635450977,1666716870,2897815042,85
615003,219,391,1784,1115,777,342309,957,808,606337,6327,1357398142,2208425308,7183537510,2921608249,3572262252,5786665783,276
615004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615005,58,142,851,531,335,381438,512,579,731137,3064,657808578,1140858626,4232447914,1531443886,1757752312,3211582285,56
615006,14,100,505,564,494,594402,944,1498,928166,4129,994185671,1937547477,10244684483,2709043711,2864874904,5844637760,10
615007,10,65,227,275,265,648385,595,928,953172,2378,591648495,1158302247,5915221514,1636010488,1692124775,3318204631,13
615008,3,32,97,145,129,765920,256,699,1104676,1364,411882150,792671193,3347098770,1104103239,1002256974,2027999781,3
615009,9,43,165,167,146,689722,297,689,1004821,1522,417099668,806768572,3303244047,1114585657,1056196391,1927489581,6
615010,5,28,155,176,169,631911,308,571,1008056,1420,396635953,742932837,3350256542,1020110604,1099144785,2065384429,8
615011,7,69,237,273,267,719478,566,1281,1176425,2709,1012859744,1766782505,10247251846,2352699764,3081244220,6163817623,9
615012,3,27,100,164,151,743771,341,776,1068174,1565,455107784,874331209,4741219373,1239761737,1283519686,2549125829,3
615013,25,119,530,399,253,420371,404,563,819549,2316,552493782,971894751,4863154991,1292997712,1673418546,3457338821,23
615014,8,26,63,74,71,679284,180,300,1023378,727,219488491,399548794,1840407028,548811381,603898478,1129489681,5
615015,4,9,61,66,60,587701,111,164,983911,483,145996726,255517006,1354844789,342031550,422922805,837701512,8
615016,10,57,227,208,144,580587,338,544,955194,1542,418729350,768942960,3564773463,1032185243,1092432648,2272138580,14
615017,7,32,166,147,156,599269,243,485,987316,1240,332039109,629126438,2955714038,857345002,932396414,1870829158,4
615018,6,51,223,196,181,587061,329,538,930985,1531,413650932,759211531,3453066455,1029630611,1098683169,2203312223,7
615019,5,23,126,96,78,564136,161,262,961632,757,211996226,383060896,2071020625,512304712,648696795,1339270885,6
615020,0,1,16,31,37,654964,74,120,994236,280,84217992,154965835,874443443,218650443,216671497,474899471,1
615021,107,112,347,175,146,271575,188,82,507690,1306,189521313,337431995,556004088,447694294,265299992,451375485,149
615022,2,6,38,31,19,533635,53,72,886506,224,56051496,103423876,598246104,140399823,186543056,361287387,3
621001,177,267,960,718,482,715208,658,754,1046281,4246,1094441782,1724601079,6247170798,2208960189,3159759274,5231253025,230
621002,102,154,761,505,299,347908,426,377,640189,2712,532354862,906997657,2758135977,1223788230,1320631270,2197626637,88
621003,37,118,816,492,309,392502,478,636,790368,2912,697302969,1181306576,4643637278,1565157506,2093651781,3683418150,26
621004,20,86,479,470,396,636631,748,1597,1153097,3827,1557091857,2553517713,12005829390,3273113790,4003432424,7893487181,31
621005,10,78,328,311,264,596119,479,873,1001456,2348,667119679,1218251710,6422544654,1640843226,1929943880,3969808945,5
621006,7,49,226,233,204,673262,408,899,1034498,2043,604860451,1126859557,5141793555,1533254291,1627678012,3208958397,17
621007,12,76,353,314,259,587780,512,902,950066,2449,653759240,1218659652,5224364326,1651971015,1743125121,3432327426,21
621008,217,274,1277,660,396,292067,465,359,517549,3880,635765658,1084745714,3182235493,1473579432,1523992757,2600453253,232
621009,134,230,859,768,560,417910,803,989,785623,4463,1003408257,1773563680,6156508852,2371871707,2550867470,4634301053,120
621010,33,91,390,336,273,567205,551,938,941430,2638,665483306,1261552441,6261528298,1712670353,1858980183,3880281331,26
621011,5,34,181,221,180,748523,356,977,1177464,1961,721680818,1286421349,6415906335,1717409832,1951801532,3718668518,7
621012,10,61,232,236,231,601967,391,737,1012152,1914,553462112,1012365024,4882472066,1361140621,1475125271,2962681885,16
621013,6,29,210,174,144,613517,265,546,970796,1379,365343426,695323222,3172052722,947001289,963262653,2014176244,5
621014,42,129,628,491,358,489912,637,973,876305,3280,836863016,1506028659,6344839274,2008972503,2256766866,4370338907,22
621015,35,110,538,470,325,516275,670,922,884370,3096,819159736,1460849890,6529238884,1950252281,2207183633,4389165137,26
630001,15,42,287,237,117,533026,300,508,955299,1520,434831740,768888019,3339704976,1003351709,1129019242,2362674025,14
630002,20,62,457,406,324,552239,576,1041,957803,2910,761787929,1420272664,6024081658,1922321508,2050511887,4027798781,24
630003,7,27,86,141,89,599956,186,344,976555,884,252726663,463819516,2493254094,627879768,698595546,1469872000,4
630004,3,27,104,113,79,650634,244,371,931177,946,242207740,466227281,2403002024,655168497,731478082,1491305023,5
630005,5,26,93,105,83,619320,195,303,972851,815,211382432,402668417,2117084871,556331808,674845801,1311759143,5
630006,19,90,337,235,170,482067,306,503,899500,1674,440335774,784002223,3964655153,1030119500,1422527132,2723422735,14
