ValgstedId,Husstandsindkomster fordelt på afstemningsområder_100.000 - 149.999 kr,Husstandsindkomster fordelt på afstemningsområder_150.000 - 199.999 kr.,Husstandsindkomster fordelt på afstemningsområder_200.000 - 299.999 kr.,Husstandsindkomster fordelt på afstemningsområder_300.000 - 399.999 kr.,Husstandsindkomster fordelt på afstemningsområder_400.000 - 499.999 kr.,Husstandsindkomster fordelt på afstemningsområder_50%-percentil for husstandsindkomst,Husstandsindkomster fordelt på afstemningsområder_500.000 - 749.999 kr.,Husstandsindkomster fordelt på afstemningsområder_750.000 kr.-,Husstandsindkomster fordelt på afstemningsområder_80%-percentil for husstandsindkomst,Husstandsindkomster fordelt på afstemningsområder_Antal husstande i alt,Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 20% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 50% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Husstandenes formuesum,Husstandsindkomster fordelt på afstemningsområder_Husstandenes indkomstbruttosum,Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 20% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 50% der tjener mest,Husstandsindkomster fordelt på afstemningsområder_Under 100.000 kr.
630007,5,6,36,59,57,626131,93,163,1013346,420,114268732,215130411,1095508741,298599229,336728861,694295912,1
630008,4,32,95,104,96,618245,197,294,942027,828,212550689,401755137,1961816361,554229892,619462265,1297308614,6
630009,322,579,2501,1509,1036,347844,1427,1275,631770,8977,1818826614,3070109457,9419898127,4098794600,4329432769,7460784702,328
630010,2,11,64,65,55,633909,110,207,978975,519,145252388,270862944,1446747561,369571391,483522071,882607978,5
630011,11,80,323,267,195,603924,372,840,1049068,2107,636396577,1151933553,6259813656,1517014064,1889664666,3987016452,19
630012,14,53,198,197,160,649092,276,730,1194632,1641,604137068,1052891059,4954598688,1357350800,1515449071,3188233116,13
630013,24,69,424,261,193,395477,259,314,753012,1566,339391310,592273880,2385760122,799820844,1037573915,1888833173,22
630014,37,60,397,266,165,400293,269,349,791195,1560,341852254,608194581,2529813341,816551670,967829368,1921164085,17
630015,109,165,869,526,371,340207,455,386,596999,2998,647019102,1049022799,3791241235,1391188776,1855327779,3111996455,117
630016,4,15,74,104,88,772065,196,532,1198905,1016,341436549,634627463,3224634600,873169424,916195928,1856941703,3
630017,40,155,629,424,287,449683,540,730,838930,2827,669811962,1205267316,5895519216,1601602311,1954155966,4064294096,22
630018,8,43,172,108,116,548422,245,296,895276,1001,254284747,466137430,2142296978,627916646,680456557,1362464642,13
630019,3,23,92,82,66,519176,117,182,894298,575,141352542,263002065,1335842178,353207651,429653559,869832226,10
630020,4,19,103,70,56,506039,101,166,886887,524,121162012,233577402,1114150789,315997963,383853950,760515381,5
630021,4,19,40,43,44,635178,124,153,974322,433,125149146,225693823,1271814926,304617739,354035853,683299703,6
630022,3,6,17,16,26,633740,55,77,932086,201,59932766,106730685,572784490,148053766,181398332,359791549,1
630023,8,26,94,96,79,548570,156,224,918770,690,183443493,333724745,1529770413,450262020,549017707,1034125540,7
630024,52,105,284,264,168,528525,344,693,1002426,1970,569969931,1018707863,4920315886,1310955397,1702257865,3495919793,60
630025,2,26,47,77,78,655161,186,275,942306,704,182468742,350524888,1773304171,491848165,530489934,1032306313,13
630026,2,10,60,81,63,692324,144,300,1075992,665,205402632,380676725,1723427875,516996809,595006922,1054201361,5
630027,3,32,146,97,97,610799,193,351,989432,929,256563374,474859871,2249716636,639197894,691171693,1425606404,10
630028,6,23,78,79,71,644224,138,275,1017099,679,195374072,362226727,1730321841,479774605,530102298,1060776211,9
630029,4,21,97,97,73,573391,147,227,940354,669,182889649,332050524,1575705291,447859015,536092610,1023439052,3
630030,21,90,620,504,391,494522,633,981,916447,3262,884830420,1557119401,6031082783,2074723320,2388154173,4471229383,22
630031,5,18,47,73,75,854744,155,513,1260465,890,348447402,628702739,2304024066,855871920,697954290,1407744337,4
630032,24,91,480,422,382,672019,646,1710,1202317,3776,1618808845,2654103418,12560024056,3385014952,4185718421,8271145527,21
630033,30,62,197,172,158,478022,245,337,870405,1233,301490540,542378268,2053027710,722234069,808131870,1491342728,32
630034,12,56,236,235,175,651904,367,806,1033850,1906,532750943,1012707750,4453273616,1369467829,1315563360,2720737884,19
657001,438,707,3587,2357,1547,375214,2273,2712,733430,14101,3380239695,5585067247,22434645220,7303048161,9865089152,17666111314,480
657002,5,22,109,94,66,500292,139,165,831228,607,150017610,271164628,1247313718,359653648,431059887,846996087,7
657005,28,80,307,209,143,483000,314,430,875072,1523,366019250,671492526,3439063830,893344809,1204697916,2326212842,12
657006,7,17,65,51,51,542290,104,121,858098,418,108426242,195714801,917369436,264932783,327085625,614385590,2
657007,14,60,293,262,255,692158,538,1167,1060030,2601,787714094,1461974187,7362303438,1992538400,2033437460,4158966607,12
657008,13,66,211,180,110,439667,208,266,813131,1066,242986562,442681450,2193065960,589261340,748511102,1554592414,12
657009,2,17,64,64,48,523192,97,125,875972,422,112629153,199850846,933262094,256124670,339314370,635132532,5
657011,1,10,21,41,29,656830,91,118,967577,311,99353669,172992847,764694845,238629394,229924227,437626916,2
657013,19,77,363,270,149,503097,369,536,871186,1801,434633797,803909098,4014827638,1067514637,1313034476,2697802417,18
657014,6,14,52,50,40,514689,71,104,848962,339,75234995,145793613,585300080,199497096,174124520,372498838,2
657015,21,34,203,123,111,445437,170,209,822366,877,211457916,370837397,1404688831,495518176,691155268,1184718478,6
657016,8,30,83,67,61,500843,120,139,842621,516,130269917,232312401,1242445019,309032723,398625452,768890948,8
657017,114,166,574,476,365,521210,693,1308,961374,3873,1092242374,1940705887,9254389600,2498259885,3293067453,6530112844,177
657018,2,9,41,38,26,613761,73,99,886005,290,82457621,147323416,653588325,198648677,238211447,398493222,2
657019,2,10,46,59,51,576328,93,135,892339,396,94401480,182168789,852295995,255321542,270816972,537165167,4
657020,4,18,29,23,23,511418,56,53,816494,209,53125923,95820532,419674441,128161950,143878970,286621070,3
657021,1,11,38,37,45,616940,103,125,923289,363,111762282,192287436,1104083474,263323034,380010060,696919578,3
657022,2,17,57,51,31,593991,103,145,909348,408,103058532,196157883,1097287263,269677498,364049780,699748430,2
657023,25,68,298,292,245,596041,440,812,938674,2191,579735583,1084672226,5515244939,1473450909,1663880945,3384868210,11
657024,16,85,367,321,226,522755,416,689,951314,2128,612122420,1074686487,5382103464,1414153986,1805658033,3539431119,8
657025,5,18,67,53,55,588656,133,176,912492,507,136284238,249978917,1267637487,344364482,421792144,765285819,2
657026,21,90,425,418,272,530819,557,894,918346,2699,703296852,1291546339,6707039040,1728736543,2077954044,4258690232,22
657027,16,79,412,302,212,482392,370,603,879203,2011,532099707,942117702,4497090463,1244940543,1516432107,3069180932,17
657028,3,4,25,29,23,584091,53,68,907537,207,52843228,98869621,525702003,136793896,159362915,329461943,2
657029,7,25,87,81,58,621061,166,254,950177,683,190711022,350664570,1728153078,472710949,572300595,1092772131,5
657030,4,39,84,78,58,474868,115,131,838491,512,129049486,228425698,1049742181,303278584,354122249,682073371,3
661001,274,522,2001,1486,1095,409693,1567,2126,803025,9329,2235039948,3844190962,17795601241,5023962092,7158223720,13598492385,258
661002,8,37,161,213,206,740225,417,1026,1036530,2077,647191270,1200526129,6082233581,1655085264,1808827158,3514098979,9
661003,9,34,136,119,100,575515,213,310,900158,928,246430675,449939702,2149480358,606889161,696160031,1319468596,7
661004,5,41,198,181,162,750869,323,918,1093236,1835,567703682,1067840074,5483321502,1460876078,1664735693,3318257094,7
661005,149,281,1369,1102,754,422130,1223,1471,783706,6520,1419076711,2562577119,12070526717,3435550573,4542667584,8869333579,171
661006,23,151,501,433,260,462423,527,672,822472,2597,610008519,1107246761,5156498411,1469790387,1746105243,3524479480,30
661007,7,47,149,123,97,501066,192,245,853788,872,220098253,396243519,1773011214,520703272,590903619,1136334563,12
661008,29,90,350,222,155,433508,299,368,809786,1536,365852857,648087172,2983894480,853762652,1049301792,2062316793,23
661009,14,64,204,161,108,409864,206,170,723768,945,208662311,365551884,1732595177,487564465,615528482,1238061550,18
661010,4,36,100,86,71,432911,114,109,757478,531,117543950,207755857,1285126395,280916968,418527194,894059724,11
665001,58,160,923,512,341,407784,627,795,800146,3454,837108555,1442711353,7293627601,1892900041,2582365356,5395861146,38
665002,18,52,171,156,116,505294,252,321,844041,1137,303938904,532670279,2531263854,694594603,930147453,1804251845,51
665003,4,24,155,141,116,514617,207,287,908024,944,248153762,447271679,2557633748,600708754,797093051,1616236298,10
665004,4,39,145,143,104,491407,186,239,845547,868,202727764,374094166,1842419965,509695701,547198122,1166944122,8
665005,9,45,131,90,67,454105,145,134,767666,629,145072357,258315581,1324399666,345047159,453540632,888240204,8
665006,6,35,114,84,57,513790,144,177,840483,624,168821322,296123954,1300527348,388902037,450636630,852453525,7
665007,12,48,230,121,88,458020,156,281,906782,944,282001271,473336973,1758903076,604120088,696280508,1299904053,8
665008,6,44,159,143,82,437308,132,225,871363,795,227490724,381336076,1681480665,496014996,578011731,1152252126,4
671001,105,204,1194,735,489,369400,711,745,706670,4268,880824072,1531834943,6858702409,2063694263,2746142015,5310167489,85
671002,18,42,261,181,132,413790,192,243,788092,1089,246084398,435665316,2034756887,582899636,734526907,1474322126,20
671003,2,22,97,101,94,553163,172,226,870619,719,174204380,328495424,1616649127,454965332,457866782,984531168,5
671004,7,36,124,134,97,484832,172,208,829649,786,194915987,347632603,1742972093,468840243,491975337,1082433655,8
671005,2,27,94,138,88,587007,181,312,1014324,850,260097793,461158403,2263423674,608203295,719951378,1457124730,8
671006,5,49,126,120,84,571450,202,292,859227,888,229049889,422970845,2069059123,558929841,605636025,1204458370,10
671007,21,97,341,248,151,401991,298,294,746182,1484,337258806,589352874,2916218679,767282334,1035290377,2049980996,34
706001,35,193,1084,783,515,419384,877,979,783763,4515,1152699208,1931167957,11533724455,2555113374,3700701501,8055290741,49
706002,18,103,341,257,202,487301,371,514,880501,1823,522354437,885403536,5052074726,1159221177,1553858711,3343808173,17
706003,12,66,200,169,141,445317,207,245,795063,1052,277530939,467963588,2133629548,617098070,746015538,1464292202,12
706004,23,73,292,215,159,483285,325,431,849128,1543,360819762,668269705,3065864791,894298957,1065626991,2042022219,25
706005,21,106,393,270,249,505694,455,629,872972,2146,523342415,961557515,3929393793,1292472876,1360079892,2688761692,23
706006,37,117,551,475,387,545223,632,1256,947821,3500,920052857,1710847652,8407453155,2287359888,2580813480,5511077522,45
706007,20,55,235,217,175,555450,344,507,896755,1577,384849161,725712994,3420229287,983543566,1064544988,2212782455,24
706008,27,137,542,482,397,554607,667,1271,992834,3563,1039818725,1853342921,9775419538,2445992313,3219653016,6420027451,40
707001,127,252,1049,729,535,427954,886,1213,815190,4969,1173124895,2067574212,8837275672,2714534106,3266581381,6600699141,178
707002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707003,20,55,206,168,134,484926,265,304,820802,1169,272347299,500744353,2174399488,672433828,713457943,1409736951,17
707004,87,193,1066,648,419,354564,619,555,658617,3725,732963989,1266971687,5427873667,1705374302,2029094001,4147579064,138
707005,23,130,442,308,211,407426,381,374,747248,1899,412407792,732019914,3899405969,983052433,1349826183,2673509048,30
707006,15,61,203,148,112,465728,233,242,796061,1024,238544323,432936186,1948005054,581531013,647798710,1361332592,10
707007,21,72,372,237,181,428211,293,337,785989,1525,341138735,608008666,2718134149,812947332,925518536,1916023099,12
707008,14,56,271,173,123,470195,273,300,810750,1218,256732271,486330319,1956836285,663740921,682790696,1332367574,8
707009,18,98,338,274,211,501666,373,592,884049,1919,478026650,879254914,3615884655,1177358159,1195099517,2366866260,15
707010,12,42,167,137,102,455420,175,207,806822,850,204835051,362734635,1696192072,478904653,581822884,1181455509,8
710001,36,88,436,296,230,546258,430,896,991266,2456,655452316,1223825416,5952042327,1613687343,2104988035,4134037144,44
710002,17,55,294,242,163,537991,280,613,961004,1678,433965823,814301713,4119087148,1085890035,1183924582,2677032895,14
710003,3,13,58,83,85,741571,190,417,1103980,854,255714508,488200478,2261870446,686446645,696317291,1362941730,5
710004,43,188,770,516,364,463084,596,1052,890246,3564,869808373,1580875853,7990012457,2090938082,2717382249,5588389349,35
710005,10,20,80,99,89,638680,203,332,959234,837,222716246,423709762,2277078551,589540292,674587764,1367207103,4
710006,18,59,307,214,208,612878,387,850,1041061,2060,623962444,1138576412,5613789590,1513754335,1777635430,3676362599,17
710007,9,54,253,199,182,637073,314,762,1103698,1782,564569237,1026314755,5790229147,1357729358,1908591722,3683804646,9
710008,2,16,71,72,78,664587,168,295,1008563,708,202505630,378703423,1932836174,523344997,667603754,1200262850,6
710009,14,100,320,252,212,505942,409,524,869774,1846,450883413,825340865,3936294972,1112769745,1339518015,2575069077,15
710010,8,57,250,233,167,557303,345,543,921389,1609,423465147,781817160,3628138438,1054393975,1229916635,2354407525,6
710011,4,39,114,124,91,578617,198,291,908583,869,234984713,428421474,1783060964,571755023,544723876,1080521011,8
710012,4,20,100,111,107,778244,217,617,1160750,1178,413643104,752018386,4090434603,1025060760,1205063902,2346827642,2
710013,6,19,78,58,53,625760,107,200,948225,533,153310165,277845966,1258645167,359058296,398183180,802326628,12
710014,2,5,43,54,51,693242,108,201,962902,471,126594612,242263360,1156480884,341091261,353370943,668940990,7
727001,82,257,1406,971,698,455959,1129,1797,896026,6429,1672728391,2927068797,13892344971,3852891763,5090312732,10110882823,89
727002,2,5,14,15,12,698333,52,79,960903,181,49062917,93292985,526583264,133285992,155699812,289411842,2
727003,4,22,91,93,91,589340,167,281,977337,751,208412063,383151874,2662899578,523898385,752046573,1552606252,2
727004,1,8,45,70,65,652413,123,228,1015612,547,153103218,288517254,1635556181,400546861,438720558,929015651,7
727005,4,28,149,122,120,539560,177,313,985898,919,266271587,472661358,2825821808,626932550,866512890,1857785394,6
727006,3,16,56,70,51,565656,129,147,893485,474,133386554,235690137,1130195515,321111877,403021544,764939429,2
727007,4,18,51,65,62,616138,162,190,904647,553,142518714,268230472,1445222795,377419166,426238162,906396686,1
727008,4,15,47,69,65,615291,119,205,978906,527,145827074,271151552,1462850731,373037004,455409657,863273198,3
727009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730001,15,77,295,213,171,472065,287,411,855726,1479,348779108,639585949,2807974672,860308284,915516562,1893663647,10
730002,2,31,122,134,119,708211,249,534,1039531,1194,329439994,639624378,2959942737,888246551,811992812,1658830985,3
730004,3,14,43,47,44,569005,98,114,887760,369,86774057,165876737,882216653,230701727,275059525,543362325,6
730005,15,47,138,116,87,435631,141,171,782992,722,162942719,293838084,1067534691,394835405,332678285,747874678,7
730006,5,42,116,85,79,421296,108,107,738860,551,120322875,212013239,972679360,285834098,320955644,643869399,9
730007,2,33,145,101,69,454676,141,159,806018,657,145052889,268378410,1205164757,363182462,395544306,818745571,7
730008,6,40,194,174,127,534074,259,359,901388,1163,306008507,553149252,2412671842,748005277,753268054,1524761673,4
730009,2,17,69,94,81,591754,162,219,897398,645,162178322,304890132,1402639579,426098618,382385994,807314009,3
730010,8,29,117,109,62,478438,150,151,792448,636,140478175,258073289,1161848091,350350679,346474327,738866027,10
730011,17.82,59.41,480.22,372.29,263.38,482624.85,415.86,733.70,915736.66,2358.52,613636658.80,1105080136.29,4597256171.83,1471911309.94,1651051279.55,3260331806.79,15.84
730012,4,23,122,153,121,668265,244,512,1040308,1186,342448508,644956349,3405846492,882299594,996746959,2060532042,7
730013,6,45,164,148,153,749735,325,848,1196145,1699,671221070,1154566122,5365918604,1528096923,1608751239,3239967377,10
730014,2,36,163,158,116,579128,264,377,910559,1121,271555383,518063057,2435694478,717235960,746953833,1478307422,5
730015,5,11,45,49,43,572014,102,107,854326,366,92302417,169606010,746867226,233721619,242135672,471074307,4
730016,4,15,103,64,51,532376,120,155,873981,516,121426576,229653038,999049101,313098349,259504717,627390591,4
730017,5,20,106,77,69,522156,142,163,845519,587,134723724,254744145,1046396680,349856421,320718296,664507269,5
730021,4,32,137,156,114,564526,224,363,916512,1042,258324952,492397549,2441304468,673557162,721265743,1441076163,12
730024,183.18,265.59,1151.78,608.71,349.62,304974.15,455.14,322.30,529572.34,3457.48,578315827.20,987393786.71,3557380390.17,1353389046.06,1804298164.45,2990418146.21,121.16
730025,113,178,585,428,271,337380,296,281,576672,2242,448924375,739753229,2313519958,986151075,1205951410,1930785344,90
730026,86,201,787,510,381,362879,526,434,653042,3030,547453896,986219869,4203030314,1343797330,1703347804,3230599993,105
730027,98,180,1046,657,373,325708,466,242,528102,3110,481632894,863069187,2235248308,1226501688,923627985,1638300071,48
730028,172,234,897,554,400,313384,423,250,517418,3093,526670216,901195411,2531284335,1218171643,1231226498,2033631811,163
730029,90,171,920,595,397,388372,595,734,760230,3572,785323455,1365064931,5708690539,1819692330,2238442725,4360618257,70
730030,94,141,709,388,210,325907,292,324,625351,2198,436433837,726946962,2438339936,976738596,1102014541,1958318038,40
730031,58,147,691,574,470,481802,704,1132,879532,3820,899309404,1670868889,7482484017,2248580219,2521125540,5051855173,44
730032,30,87,532,363,281,405623,386,435,752736,2159,452876349,808817201,3271736630,1097542240,1202033443,2360662589,45
730033,26,47,217,168,92,434949,188,278,889783,1053,277096578,480315420,2343082520,620276179,828144990,1681326887,37
730034,4,20,122,137,131,751821,311,735,1033476,1465,409559979,797301469,3625682740,1133851761,1046148846,2151012728,5
730036,7,43,254,224,191,622269,407,716,1001094,1849,536641784,982832474,4662260648,1331837224,1537638402,2888391703,7
730037,2,15,56,64,54,534744,109,120,870931,426,100202424,188463718,948629061,259931953,279177499,577340071,6
740001,7,52,281,231,155,518029,316,456,883046,1505,373735406,688264572,3480120432,923868775,1088985880,2305398377,7
740002,9,38,154,186,141,632474,303,548,978664,1383,368251038,697490915,3135167762,962678814,999690553,1930087890,4
740003,7,28,154,121,104,543137,235,263,854596,916,218849814,409050386,1774086869,562861030,548293750,1097697549,4
740004,6,35,133,88,100,583784,178,304,952247,848,253952883,449580099,2218182193,596262237,676807873,1392687790,4
740005,4,14,79,54,55,645036,129,216,962945,555,146125719,278982883,1475003304,384221282,420857719,899312235,4
740006,35,92,537,409,345,557070,597,1170,958104,3218,839485305,1573095894,6607355618,2109564264,2460065470,4637778482,33
740007,30,129,653,461,304,435437,525,670,808358,2786,623949014,1131481869,5268833493,1524885286,1831178764,3753325521,14
740008,1,28,91,81,56,532154,114,172,875828,545,142841130,258140094,1488881706,346477225,491408728,908334543,2
740009,5,12,47,66,63,663679,122,222,947968,540,150767758,281218547,1462521754,390230223,438720676,865393923,3
740010,13,22,89,82,67,565815,158,232,948705,677,207858376,359382299,1991557758,473455118,633802652,1272133694,14
740011,14,29,107,111,93,584280,173,316,964281,848,233704116,430795557,2355971048,580057955,684166951,1448012756,5
740012,3,16,29,51,49,632969,96,168,968749,413,106349728,204789300,1142841069,288111240,351362517,685314669,1
740013,5,47,229,170,150,759021,288,911,1212120,1812,770282372,1305509379,6765567819,1679404262,2020665854,3960327721,12
740014,2,15,51,60,58,599767,116,146,885430,451,104407341,203393492,914017374,286438296,317812444,562365227,3
740015,2,21,71,85,77,645265,170,261,954924,692,172303936,335781442,1723344837,471904577,571159015,1112088631,5
740016,10,41,213,190,134,527508,292,372,868538,1266,298522384,561651546,2680859130,764642447,844315095,1732485627,14
740017,4,14,79,68,67,594574,141,182,917988,561,139321752,264441795,1313596182,360700935,439507833,787761569,6
740018,4,16,74,76,70,700072,150,336,1050498,732,217759945,411010501,2113440140,563277593,658887567,1288984949,6
740021,24,42,176,214,211,681953,437,861,1004439,1986,529824373,1029708555,5316910461,1436107471,1395897590,2964560901,21
740022,3,41,164,129,98,532207,193,311,912332,947,236221619,441009266,2261881157,594840551,690347812,1449518918,8
740023,5,25,154,195,168,813316,349,1111,1230924,2014,756441521,1366709705,7102189555,1852882814,2317213318,4512325262,7
740024,2,11,43,43,55,715582,84,220,1089227,460,152056253,277357978,1597749855,374207822,470518999,934757880,4
740025,3,8,37,30,29,507942,58,58,804429,227,53638629,97822189,566722592,133454140,178593449,376132994,4
740026,49,86,441,323,213,350507,239,196,585531,1599,335871750,550267295,2622242064,742074461,1157584745,2061343371,52
740027,11,49,203,192,153,586065,307,587,1033518,1513,452477113,814091676,4290988064,1086464772,1389965003,2807797321,11
740028,77,108,622,347,226,386011,322,560,844362,2298,594175534,989436932,4677175155,1278771264,1901337197,3636188339,36
740029,72,148,978,638,406,374612,552,696,736141,3554,840612485,1394101143,6158723708,1848031101,2819742793,4860606433,64
740030,16,57,249,220,143,570917,347,552,947143,1593,401574322,760054014,3560107278,1029104004,1141399703,2239899091,9
740031,164,321,1396,894,607,375798,817,1104,756347,5435,1450916853,2305915508,9995747392,2975715540,4721730309,8007529436,132
740032,7,39,209,143,124,696158,248,677,1164322,1458,535617695,939546075,5203696843,1221640639,1627239193,3281799562,11
741001,28,109,446,268,191,391604,336,314,713955,1717,386977765,662948148,3811401076,881039298,1317590299,2686905430,25
741002,3,23,62,39,33,375044,43,34,637499,244,64454101,100096583,598002187,128689958,189285379,436679271,7
746001,3,19,106,96,114,652147,204,398,1012935,948,289570252,526480782,2878566264,714382051,804730589,1696695988,8
746002,21,89,393,384,259,602267,448,1072,992318,2683,731305190,1380765377,6629293473,1847731042,2025089770,4068122584,17
746003,4,17,76,65,74,681648,177,337,1063428,755,235272989,432660534,2588781411,591698454,835641832,1598139434,5
746004,23,96,461,458,386,649190,634,1589,1032840,3675,1013928385,1942673796,9769389435,2632591112,3025275289,6052996456,28
746005,5,41,162,177,141,649990,311,596,970303,1442,406539590,756350389,3912242347,1036669874,1203344263,2366355781,9
746006,76,179,1145,709,583,444718,808,1361,906200,4925,1429161384,2371875642,11171093800,3073872891,4177044055,8410404232,64
746007,32,67,488,331,297,609572,532,1259,1125974,3047,1071064603,1854077001,9409931056,2392969648,3354047393,6482240339,41
746008,14,95,477,358,242,680548,525,1431,1134143,3163,1086802827,1950168114,10488770555,2542459595,3211961394,6639491027,21
746009,11,43,229,199,157,718285,389,943,1064039,1981,545758391,1072091249,5156782392,1486072929,1482963318,3057446902,10
746010,9,34,176,187,165,756017,335,933,1105698,1846,596807814,1111411914,5816630970,1519784960,1740135152,3507754354,7
746011,3,21,76,82,68,730912,181,411,1068740,849,251527807,477539681,2680107910,662975551,667256225,1525934015,7
746012,2,21,77,82,93,731999,181,429,1054218,890,265294688,500162695,2629745237,694830298,718742647,1442895472,5
751001,329,500,1659,1464,1249,422261,1809,1824,748839,9156,2541686999,4064971252,15801266240,5262977862,7131144871,12054470118,322
751002,202,341,1390,927,640,328543,680,412,533681,4724,752492866,1342543034,4405686822,1874130356,1638381784,3133681212,132
751003,83,187,929,686,482,431619,672,1140,889714,4251,1147114122,1942113933,10719997231,2535215594,4044667299,8053915641,72
751004,70,139,605,335,211,469340,346,953,1141762,2710,975822803,1604607613,8118590552,1972158249,3167991768,6554853881,51
751006,31,131,757,698,485,532447,856,1510,931373,4493,1173223889,2152230489,11872458922,2895408605,3722760315,7658254682,25
751007,71,142,657,454,336,475547,434,1154,1130566,3312,1178937102,1941434032,9732112795,2418028220,3802589817,7676177968,64
751008,314,414,1639,1045,818,358007,938,1233,705419,6822,1509040339,2508146795,10025098326,3258407867,4654232630,8132024722,421
751009,28,53,303,256,210,577320,386,777,1043666,2030,640036744,1130105843,7207710897,1484043627,2215736786,4771263115,17
751010,236.70,315.20,827.83,686.02,590.10,327160.96,915.28,1088.30,623167.77,4920.20,1424301852.31,2274430140.12,7353221955.19,2878827494.32,3697747464.76,5932501952.80,260.78
751011,11,62,358,343,263,569444,492,893,986713,2464,708403611,1281461694,6956419158,1706588021,2349976198,4676121021,42
751012,12,34,231,219,226,729536,410,1092,1144854,2238,728037047,1354036095,8031277187,1832183527,2340797456,4782013427,14
751013,13,64,259,272,217,674508,427,1031,1057613,2307,659376394,1254445150,6473663178,1703504237,1893249502,3937556913,24
751014,77.68,102.53,268.61,219.18,189.10,110859.72,299.22,365.65,212302.79,1609.07,475299142.59,756364443.01,2465557955.50,954099761.74,1246270885.95,1998036748.32,87.10
751016,4,8,21,23,28,775644,65,156,1189453,304,107403317,196487928,1225211666,267455148,348291947,686859198,3
751018,29,85,477,408,365,568669,648,1123,937459,3175,778497752,1495335572,7340276728,2040780888,2372035701,4761437683,40
751019,20,51,320,297,228,585828,404,893,1068023,2236,673504251,1227343358,6986077371,1624981208,2338024172,4623515887,23
751020,140.80,208.41,562.62,544.40,455.33,114774.09,571.15,453.27,192541.30,3056.50,667356498.95,1125802071.80,3176855176.77,1499484809.50,1451057605.89,2360606711.56,120.52
751021,320.82,474.86,1281.93,1240.41,1037.47,261513.24,1301.36,1032.78,438706.15,6964.24,1520574575.15,2565144731.07,7238477812.54,3416582412.44,3306240826.40,5378652269.31,274.60
751022,49,93,312,236,189,546167,285,767,1148909,1970,693755428,1186638929,6423268402,1490734517,2324094195,4815252521,39
751023,199,292,829,613,456,406823,671,1108,865025,4385,1091648764,1871912849,8947377017,2401665250,3898173402,7360101120,217
751024,23,86,458,428,392,624344,670,1496,1104957,3589,1142393513,2064601483,11898627597,2733355619,3649172058,7623296265,36
751025,230,291,1054,740,535,332577,667,381,557265,4164,676864603,1211447339,2464064768,1645558103,1240062473,1985036267,266
751026,113,146,409,324,243,408823,448,745,856519,2828,648288597,1169271621,6363839478,1451964418,2282885310,5146596187,400
751027,268,366,941,818,554,340564,668,471,569678,4287,756687859,1322738007,3052899696,1789601530,1465366206,2349161908,201
751028,108,203,986,688,531,426060,807,1028,799051,4463,1006610969,1788097409,7227018690,2388960606,3270732247,5694372842,112
751030,11,58,271,256,209,606510,368,791,1003098,1985,552377730,1030549367,5445485632,1386446010,1661730531,3457138265,21
751031,0,4,29,21,28,738145,53,136,1085307,277,86387379,162550135,922813185,222093452,306218643,567387450,6
751033,9,51,254,205,204,560858,351,592,946952,1682,430794441,811414563,4123909645,1102765039,1404702411,2714237899,16
751041,308,325,919,707,583,355317,758,640,632198,4580,943923874,1591378712,4957022005,2068781345,2385038407,3918729347,340
751042,324,497,1674,1185,990,371358,1186,1049,644832,7140,1486171407,2516391242,8525722757,3358281310,4280351649,6756920421,235
751043,282,410,1349,785,589,307303,660,472,535925,4892,866416654,1463404954,5430410198,1937943414,2768145037,4554455016,345
751044,11,27,128,76,73,526015,135,228,1017522,690,219775372,372507631,1690168921,480374249,675494553,1247518716,12
751045,33,80,377,395,282,904013,636,2441,1608627,4287,2514880567,4079269179,23061866155,5099498581,6092690678,13716791777,43
751047,60,120,694,616,548,594381,955,1968,1004986,5023,1393591523,2603466089,14395552896,3495186319,4652721696,9477204012,62
751048,9,46,257,192,179,572463,303,618,979538,1638,418385815,802726624,4153155519,1081252623,1317493145,2714780253,34
751049,23,95,357,318,233,555480,379,912,1111852,2367,846503982,1427195622,8590358318,1810953041,2701970220,5633532116,50
751050,11,64,334,305,247,630132,407,1054,1178783,2450,956339683,1615140467,10049465743,2061157457,2918409041,6211814223,28
751051,48,114,483,411,362,644315,742,1640,1077020,3863,1197755441,2197287573,10998650861,2908957688,3291546890,6849415057,63
751053,14,42,254,215,189,523646,369,458,870383,1550,349562413,669051874,2978986815,928390438,905881347,1942494192,9
751055,10,15,57,54,50,602767,103,186,954621,482,129127614,242159894,1136376107,328983633,359019445,694834192,7
751056,5,10,74,107,93,626512,173,324,976837,792,238904895,430249027,2155027394,588486952,643462646,1321319651,6
751061,534,613,1652,1172,874,311631,1110,880,571555,7757,1351842883,2336803971,7828306959,3030615890,3770102023,6448331073,922
751062,78,108,417,374,272,389889,459,242,641998,2030,360006505,664357983,1583154071,917059033,650210165,1172765120,80
