Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Kriminalitet C. Retsafgørelser_1. Skyldig
;851044;92;10;3;117
;851046;92;10;3;53
;851047;91;10;3;128
;851052;91;10;3;57
;851056;90;10;3;83
;851058;90;10;3;82
;851061;90;10;3;137
;860001;85;10;3;50
;860003;85;10;3;149
;860004;85;10;3;280
;860006;85;10;3;57
;860007;85;10;3;49
;860008;85;10;3;49
;860011;85;10;3;116
;860012;85;10;3;64
;860013;85;10;3;42
;860014;85;10;3;53
;860015;85;10;3;162
;860016;85;10;3;177
;860018;85;10;3;175
;860019;85;10;3;124
;860020;85;10;3;49
;860021;85;10;3;93
;860022;85;10;3;92
;860023;85;10;3;19
;860026;85;10;3;45
;860027;85;10;3;41
;860028;85;10;3;67
