ValgstedId,Opførelsesår_Antal_boliger_1980-1989
751006,516
751007,70
751008,575
751009,477
751010,162.31
751011,238
751012,301
751013,252
751014,52.31
751016,15
751018,682
751019,371
751020,118.46
751021,269.92
751022,51
751023,242
751024,280
751025,27
751026,558
751027,1
751028,453
751030,134
751031,11
751033,134
751041,4
751042,90
751043,425
751044,78
751045,317
751047,838
751048,264
751049,249
751050,161
751051,201
751053,239
751055,4
751056,122
751061,1739
751062,0
751063,785
751064,134
751065,948
751066,836
751067,27
751068,1
756001,127
756002,24
756003,183
756004,33
756005,359
756006,28
756007,1074
756008,40
756009,258
756010,216
760001,287.29
760002,77
760004,42.31
760007,60.40
760010,273
760012,64
760014,676
760016,59
760021,105
760022,81
760024,553
760025,42
760027,51
760028,35
760030,256
760032,50
760033,106
760035,135
766001,537
766002,228
766003,80
766004,54
766005,30
766006,37
766007,259
766010,46
766011,28
766012,146
766013,41
766014,16
766015,74
766017,88
766020,86
766021,164
766022,77
766023,33
766024,19
773001,31
773002,159.38
773003,82.70
773004,44
773005,654.92
779020,48
779021,931
779022,141
779023,160
779024,152
779025,205
779026,161
779027,137
787001,729.52
787002,148.72
787003,192.44
787004,279.43
787005,84.93
787006,46
787007,73.96
787008,54.36
787009,86.97
787010,76
787011,56.28
787012,98.24
787013,53.14
787014,70
787015,64
791001,172
791002,88
791003,131
791004,145
791005,77
791006,168
791007,76
791008,804
791009,620
791011,63
791012,210
791013,1118
791014,121
791015,170
791016,172
791017,165
810001,22
810002,65
810003,267
810004,36
810005,274
810006,56
810010,661
810034,22
810040,27
810050,64
810056,14
810070,68
810080,28
813001,561
813002,99
813003,48
813004,54
813005,180
813006,1590
813007,90
813008,126
813009,631
813010,28
813011,27
813012,15
813013,63
813014,24
813015,102
820001,334
820002,246
820003,12
820004,716
820005,54
820006,26
820007,72
820008,88
820009,56
820010,227
820011,54
820012,18
820013,12
820014,15
825015,90
840001,482
840002,226
840003,82
840004,133
840005,168
840006,55
840007,79
840008,48
840009,24
840010,37
840011,5
846002,67
846003,188
846004,241
846008,93
846009,71
846011,461
846014,38
846018,150
846020,147
846022,68
846027,756
849001,273
849002,68
849003,45
849004,57
849005,42
849006,37
849007,10
849008,145
849009,32
849010,24
849011,29
849012,32
849013,389
849014,63
849015,11
849016,15
849018,428
849020,127
849021,53
851003,93.26
851004,72.74
851005,734
851007,30
851009,160.68
851010,202.32
851011,508
851012,43.41
851014,71
851015,113
851016,115.59
851017,76
851018,205
851019,644.57
851020,375.43
851022,139
851024,658
851027,136.10
851028,40.05
851029,536.07
851030,226.30
851031,262
851032,148
851033,205
851034,801.82
851035,600
851036,338.66
851038,120
851040,1124
851043,293
851044,297
851046,60
851047,326
851052,60
851056,105
851058,151
851061,315
860001,90
860003,458
860004,223
860006,119
860007,72
860008,84
860011,138
860012,37
860013,41
860014,65
860015,484
860016,194
860018,431
860019,145
860020,22
860021,141
860022,276
860023,58
860026,26
860027,30
860028,56
