ValgstedId,Opførelsesår_Antal_boliger_1960-1969
270010,329
270011,271
270012,165
306001,200
306002,372
306003,172
306004,121
306005,121
306006,200
306007,435
306008,124
306010,104
306011,291
306012,48
306013,91
316001,1065
316002,490
316003,408
316004,205
316005,280
316006,162
316007,226
316008,181
316009,187
316010,144
316011,278
316012,214
316013,212
316014,129
316015,119
320001,412
320002,404
320003,312
320004,183
320005,133
320006,94
320007,207
326001,133
326002,12
326003,201
326004,130
326005,74
326006,45
326007,122
326008,117
326009,243
326010,64
326011,39
326012,265
326013,232
326014,87
326015,296
326016,409
326017,69
326018,537
329001,407
329002,24
329003,20
329004,364
329005,29
329006,1035
329008,69
329009,63
329010,88
329011,22
329012,28
329013,54
329014,38
330001,92
330003,25
330004,38
330005,499
330006,749
330007,258
330008,172
330009,539
330010,68
330011,670
330012,0
330013,39
330017,0
330019,669
330021,508
330022,1051
330024,73
330025,214
336001,267
336002,631
336003,302
336004,183
340001,325
340002,84
340004,74
340005,417
340006,210
340008,148
340010,204
350001,249
350002,203
350003,114
350004,31
350005,115
350006,216
350008,161
350009,221
350011,58
350012,261
360001,11
360003,112
360008,25
360011,101.66
360013,500
360014,0
360019,169
360020,636
360021,297.11
360026,23.23
360027,8
360028,0
360029,38
360035,101
360036,254
360037,288
370001,148
370002,37
370003,50
370004,55
370005,36
370006,78
370007,45
370008,266
370009,37
370010,55
370011,146
370012,11
370014,129
370020,376
370021,202
370022,874
370023,670
370024,1404
370026,350
370027,569
370028,326
370029,93
370031,57
370032,113
376001,70
376002,234
376003,602
376004,369
376005,116
376006,66
376007,226
376008,106
376009,33
376010,158
376011,96
376012,96
376013,348
376014,43
376015,17
376016,121
376017,78
376018,80
376019,266
376020,67
390001,438
390002,392
390003,168
390004,335
390005,48
390006,194
390007,110
390008,364
390009,58
390010,46
390011,36
390012,254
390013,34
390014,46
390015,77
390016,102
390017,160
400001,152
400002,75
400003,89
400004,202
400005,61
400006,240
400007,127
400008,924
400009,143
410001,531
410002,423
410003,235
410004,85
410005,50
410006,179
410007,56
410008,120
410009,156
410010,80
410011,70
411001,0
420001,419
420002,72
420003,29
420004,21
420005,188
420006,41
420007,38
420008,142
420009,45
420010,38
420011,426
420012,23
420013,178
420014,13
420015,130
420016,61
420017,108
420018,70
430001,103
430002,64
430003,87
430004,39
430005,0
430007,565
430008,113
430009,81
430010,0
430011,129
430012,114
430013,54
430014,81
430015,433
430016,38
430017,89
430018,95
430019,107
430020,285
430021,146
430022,203
440001,85
440002,383
440003,114
440004,190
440005,314
440006,949
450001,82
450002,1102
450003,232
450004,42
450005,35
450006,273
450007,27
450008,36
450009,32
450010,141
450011,52
450012,51
450013,24
461001,126
461002,110
461003,258
461004,190
461005,1274
461006,383
461007,427
461009,161
461011,12
461012,586
461013,73
461014,512
461016,99
461017,1278
461018,1567
461019,653
461020,464
461021,287
461023,192
461024,66
461025,1820
461026,1027
461028,552
461029,415
461030,892
461031,318
461032,37
461033,384
461035,1473
461036,0
479001,596
479002,229
479003,528
479004,86.24
479005,294
479006,0
479007,113
479008,65.76
479009,141
479010,273
479011,164
479014,79
479016,137
479017,133
479019,96
479021,45
479023,41
479025,60
479027,95
480001,242
480002,36
480003,153
480004,482
480005,63
480006,73
480007,40
480008,128
480009,56
480010,159
482001,47.21
482002,98.96
482005,258.83
482007,70.07
482011,34.93
492001,146
492002,109
492003,39
510001,449.44
510002,693
510003,287.43
510004,68.36
510005,62.15
510006,33.13
510007,0
510008,97.55
510009,152
510010,106.45
510011,92.25
510012,62.65
510013,155.14
510014,167.10
510015,53
510016,136
510017,805.86
510018,155.50
510019,91
510020,216.21
510021,51.66
510022,14.12
530001,377
530002,143
530003,80
530004,49
530005,43
530006,1042
530007,104
540001,794
540002,271
540003,327
540004,163
540005,386
540006,187
540007,116
540008,26
540009,847
540010,1492
540011,161
540012,393
540013,165
540014,73
540015,307
540016,483
540017,49
550001,130
550002,25
550003,25
550004,76
550007,24
550008,52
550012,156
550014,76
550015,81
550016,40
550017,114
550018,25
550019,25
550021,31
550023,212
550024,63
550025,648
550027,80
550029,55
550051,54
550061,279
550071,34
561002,388
561003,135
561004,307
561005,1573
561006,512
561007,1072
561008,152
561011,903
561012,172
561015,1109
561016,423
561017,79
561020,342
561021,4
561022,61
561023,0
561024,0
561025,480
561028,707
561032,144
561033,102
561035,0
561038,66
561040,197
563001,135
563002,29
573001,975
573004,80
573005,16
573006,36
573007,80
573008,43
573009,46
573010,56
573013,119
573014,30
573015,59
573018,210
573019,30
573022,33
573023,107
573024,25
573026,47
573027,77
573028,60
573030,287
573031,74
573032,118
573033,26
575001,301
575002,22
575003,188
575004,41
575005,56
575006,19
575007,198
575008,49
575009,112
575010,36
575011,119
575012,14
575013,41
575014,746
575015,13
575016,139
575017,39
575018,43
575019,65
580001,39
580002,50
580003,313
580004,247
580005,107
580006,34
580007,77
580008,200
580009,86
580010,64
580011,136
580012,148
580013,119
580014,382
580015,379
580016,1005
580017,406
580018,0
607001,1732
607002,110
607003,599
607004,28
607005,249
607006,1010
607007,109
607008,82
615001,535
615002,171
615003,228
615004,0
615005,393
615006,676
615007,749
615008,54
615009,62
615010,148
615011,298
615012,58
615013,280
615014,37
615015,22
615016,94
615017,167
615018,157
615019,49
615020,12
615021,624
615022,18
621001,447
621002,452
621003,1011
621004,238
621005,402
621006,174
621007,247
621008,886
621009,422
621010,825
621011,381
621012,189
621013,122
621014,467
621015,375
630001,210
630002,194
630003,188
630004,84
630005,48
630006,160
630007,41
630008,57
630009,791
630010,103
630011,156
630012,292
630013,16
630014,392
630015,226
630016,219
630017,326
630018,107
630019,34
630020,55
630021,38
630022,13
630023,58
630024,222
630025,66
630026,81
630027,70
630028,49
630029,106
630030,847
630031,81
630032,424
630033,97
630034,666
657001,4030
657002,96
657005,190
657006,59
657007,475
657008,158
657009,49
657011,94
657013,243
657014,47
657015,2
657016,73
657017,684
657018,29
657019,95
657020,37
657021,37
657022,38
657023,433
657024,414
657025,51
657026,424
657027,152
657028,17
657029,85
657030,63
661001,1565
661002,310
661003,104
661004,155
661005,1477
661006,279
661007,93
661008,155
661009,91
661010,68
665001,561
665002,118
665003,59
665004,102
665005,67
665006,44
665007,145
665008,140
671001,744
671002,287
671003,61
671004,91
671005,84
671006,85
671007,151
706001,659
706002,193
706003,129
706004,113
706005,196
706006,374
706007,213
706008,323
707001,634
707002,0
707003,98
707004,1400
707005,177
707006,100
707007,129
707008,133
707009,152
707010,75
710001,366
710002,163
710003,114
710004,437
710005,74
710006,192
710007,193
710008,79
710009,183
710010,153
710011,80
710012,160
710013,39
710014,41
727001,682
727002,7
727003,132
727004,67
727005,71
727006,21
727007,83
727008,45
727009,0
727010,0
730001,174
730002,179
730004,57
730005,60
730006,42
730007,61
730008,95
730009,98
730010,36
730011,421.80
730012,146
730013,244
730014,150
730015,38
730016,57
730017,62
730021,101
730024,268.20
730025,262
730026,548
730027,1177
730028,242
730029,421
730030,466
730031,904
730032,703
730033,46
730034,81
730036,224
730037,26
740001,164
740002,167
740003,107
740004,71
740005,45
740006,319
740007,329
740008,51
740009,62
740010,65
740011,259
740012,60
740013,320
740014,39
740015,52
740016,158
740017,48
740018,39
740021,304
740022,78
740023,152
740024,31
740025,32
740026,493
740027,113
740028,272
740029,1038
740030,79
740031,252
740032,336
741001,83
741002,13
746001,71
746002,333
746003,55
746004,450
746005,153
746006,740
746007,249
746008,344
746009,172
746010,311
746011,54
746012,119
751001,531
751002,1318
751003,1434
751004,768
751006,327
751007,1309
751008,1352
751009,348
751010,11.90
751011,235
751012,192
751013,371
751014,0
751016,25
751018,182
751019,228
751020,96.42
751021,219.68
751022,356
751023,350
751024,1021
751025,887
751026,63
751027,13
751028,353
751030,355
751031,18
751033,213
751041,434
751042,1085
751043,498
751044,28
751045,947
751047,596
751048,174
751049,716
751050,416
751051,495
751053,71
751055,61
751056,139
751061,1069
751062,967
751063,1300
751064,743
751065,614
751066,309
751067,659
751068,222
756001,116
756002,44
756003,223
756004,48
756005,543
756006,49
756007,1370
756008,64
756009,225
756010,138
760001,424.62
760002,63
760004,58.88
760007,90.51
760010,227
760012,53
760014,575
760016,47
760021,128
760022,105
760024,608
760025,66
760027,121
760028,45
760030,287
760032,51
760033,120
760035,221
766001,412
766002,321
766003,97
766004,66
766005,23
766006,63
766007,407
766010,85
766011,65
766012,79
766013,64
766014,57
766015,119
766017,113
766020,61
766021,130
766022,78
766023,32
766024,45
773001,67
773002,213.97
773003,105.47
773004,96
773005,637.56
779020,40
779021,1868
779022,407
779023,195
779024,163
779025,181
779026,176
779027,122
787001,1284.55
787002,162.48
787003,225.98
787004,405.32
787005,123.38
787006,45
787007,103.87
787008,91.64
787009,92.35
787010,39
787011,58.99
787012,79.50
787013,50.93
787014,40
787015,46
791001,187
791002,164
791003,298
791004,170
791005,119
791006,146
791007,104
791008,2610
791009,686
791011,88
791012,194
791013,511
791014,118
791015,165
791016,201
791017,125
810001,37
810002,90
810003,209
810004,61
810005,178
810006,99
810010,997
810034,28
810040,42
810050,51
810056,31
810070,92
810080,64
813001,839
813002,119
813003,59
813004,200
813005,253
813006,2139
813007,74
813008,143
813009,755
813010,57
813011,20
813012,23
813013,79
813014,43
813015,87
820001,186
820002,248
820003,33
820004,550
820005,73
820006,44
820007,127
820008,62
820009,51
820010,408
820011,173
820012,64
820013,50
820014,39
825015,119
840001,395
840002,221
840003,93
840004,132
840005,126
840006,47
840007,80
840008,61
840009,28
840010,52
840011,23
846002,116
846003,159
846004,109
846008,66
846009,92
846011,336
846014,26
846018,95
846020,172
846022,101
846027,733
849001,507
849002,194
849003,164
849004,64
849005,81
849006,33
849007,16
849008,217
849009,74
849010,13
849011,39
849012,58
849013,234
849014,56
849015,33
849016,37
849018,323
849020,83
849021,55
851003,534.27
851004,416.73
851005,996
851007,285
851009,236.82
851010,298.18
851011,703
851012,39.05
851014,48
851015,0
851016,103.95
851017,872
851018,634
851019,558.62
851020,325.38
851022,306
851024,599
851027,167.54
851028,41.61
851029,1497.71
851030,233.51
851031,1372
851032,222
851033,377
851034,699.21
851035,425
851036,939.41
851038,297
851040,0
851043,174
851044,285
851046,52
851047,338
851052,110
851056,88
851058,124
851061,253
860001,140
860003,761
860004,349
860006,122
860007,121
860008,69
860011,162
860012,42
860013,98
860014,72
860015,604
860016,519
860018,429
860019,165
860020,42
860021,122
860022,188
860023,36
860026,56
860027,35
860028,63
