ValgstedId,Opførelsesår_Antal_boliger_2010-9999
410010,63
410011,11
411001,0
420001,83
420002,8
420003,4
420004,5
420005,99
420006,4
420007,9
420008,30
420009,1
420010,6
420011,70
420012,9
420013,18
420014,1
420015,65
420016,6
420017,44
420018,5
430001,8
430002,9
430003,18
430004,6
430005,0
430007,60
430008,16
430009,21
430010,0
430011,10
430012,10
430013,4
430014,9
430015,273
430016,5
430017,10
430018,25
430019,15
430020,125
430021,56
430022,171
440001,19
440002,186
440003,27
440004,51
440005,103
440006,45
450001,18
450002,336
450003,213
450004,70
450005,2
450006,12
450007,2
450008,1
450009,4
450010,63
450011,11
450012,3
450013,4
461001,648
461002,619
461003,59
461004,52
461005,124
461006,48
461007,258
461009,74
461011,1331
461012,320
461013,16
461014,165
461016,55
461017,11
461018,20
461019,234
461020,14
461021,25
461023,197
461024,17
461025,991
461026,70
461028,245
461029,39
461030,111
461031,234
461032,15
461033,96
461035,1
461036,55
479001,202
479002,19
479003,15
479004,10.78
479005,52
479006,0
479007,43
479008,8.22
479009,70
479010,29
479011,22
479014,3
479016,35
479017,43
479019,31
479021,2
479023,13
479025,14
479027,15
480001,245
480002,2
480003,18
480004,156
480005,8
480006,10
480007,10
480008,78
480009,6
480010,139
482001,1.05
482002,4.45
482005,99.51
482007,11.72
482011,8.28
492001,15
492002,21
492003,7
510001,205.21
510002,114
510003,125.33
510004,7.11
510005,13.85
510006,20.51
510007,0
510008,26.92
510009,25
510010,19.08
510011,8.26
510012,13.30
510013,5.46
510014,6.44
510015,8
510016,3
510017,96.46
510018,12.07
510019,6
510020,70.93
510021,6.32
510022,7.75
530001,331
530002,14
530003,51
530004,29
530005,5
530006,292
530007,16
540001,128
540002,41
540003,17
540004,19
540005,112
540006,45
540007,10
540008,3
540009,108
540010,197
540011,299
540012,103
540013,26
540014,6
540015,40
540016,133
540017,7
550001,6
550002,3
550003,5
550004,5
550007,3
550008,4
550012,58
550014,43
550015,3
550016,2
550017,14
550018,5
550019,1
550021,2
550023,41
550024,2
550025,38
550027,7
550029,2
550051,7
550061,53
550071,2
561002,419
561003,108
561004,119
561005,61
561006,73
561007,31
561008,120
561011,72
561012,121
561015,69
561016,212
561017,60
561020,102
561021,0
561022,31
561023,1
561024,197
561025,201
561028,177
561032,14
561033,27
561035,0
561038,4
561040,50
563001,113
563002,5
573001,413
573004,11
573005,12
573006,13
573007,55
573008,7
573009,17
573010,6
573013,28
573014,11
573015,12
573018,47
573019,17
573022,29
573023,30
573024,5
573026,34
573027,18
573028,13
573030,61
573031,50
573032,38
573033,9
575001,55
575002,8
575003,41
575004,4
575005,12
575006,7
575007,28
575008,3
575009,46
575010,7
575011,21
575012,6
575013,0
575014,212
575015,18
575016,184
575017,48
575018,12
575019,14
580001,1
580002,16
580003,202
580004,102
580005,5
580006,6
580007,9
580008,47
580009,12
580010,18
580011,11
580012,31
580013,21
580014,56
580015,17
580016,106
580017,12
580018,176
607001,91
607002,9
607003,153
607004,6
607005,163
607006,256
607007,40
607008,218
615001,364
615002,445
615003,137
615004,0
615005,112
615006,294
615007,269
615008,498
615009,366
615010,336
615011,320
615012,169
615013,90
615014,42
615015,22
615016,132
615017,81
615018,130
615019,35
615020,9
615021,59
615022,5
621001,160
621002,95
621003,15
621004,339
621005,85
621006,185
621007,88
621008,253
621009,165
621010,155
621011,320
621012,85
621013,248
621014,93
621015,94
630001,264
630002,517
630003,32
630004,28
630005,43
630006,92
630007,13
630008,22
630009,364
630010,20
630011,59
630012,134
630013,0
630014,4
630015,434
630016,108
630017,122
630018,31
630019,55
630020,25
630021,6
630022,6
630023,12
630024,149
630025,10
630026,79
630027,18
630028,20
630029,17
630030,305
630031,349
630032,339
630033,95
630034,177
657001,720
657002,12
657005,41
657006,17
657007,459
657008,21
657009,6
657011,7
657013,81
657014,2
657015,29
657016,13
657017,253
657018,4
657019,5
657020,5
657021,20
657022,20
657023,287
657024,202
657025,22
657026,381
657027,145
657028,12
657029,25
657030,5
661001,321
661002,365
661003,43
661004,356
661005,241
661006,60
661007,17
661008,45
661009,7
661010,10
665001,44
665002,14
665003,18
665004,10
665005,5
665006,11
665007,10
665008,11
671001,222
671002,25
671003,27
671004,12
671005,26
671006,18
671007,17
706001,187
706002,64
706003,20
706004,77
706005,89
706006,428
706007,87
706008,348
707001,317
707002,0
707003,18
707004,254
707005,99
707006,19
707007,40
707008,20
707009,155
707010,23
710001,121
710002,81
710003,61
710004,246
710005,18
710006,223
710007,129
710008,87
710009,27
710010,62
710011,10
710012,130
710013,11
710014,24
727001,525
727002,6
727003,42
727004,14
727005,115
727006,10
727007,18
727008,9
727009,0
727010,0
730001,106
730002,220
730004,8
730005,10
730006,10
730007,5
730008,78
730009,10
730010,6
730011,169.31
730012,213
730013,141
730014,50
730015,8
730016,15
730017,6
730021,37
730024,166.69
730025,3
730026,115
730027,146
730028,15
730029,43
730030,19
730031,170
730032,42
730033,197
730034,188
730036,181
730037,5
740001,125
740002,303
740003,21
740004,36
740005,23
740006,498
740007,107
740008,38
740009,16
740010,13
740011,66
740012,12
740013,220
740014,13
740015,45
740016,25
740017,13
740018,100
740021,271
740022,24
740023,252
740024,18
740025,11
740026,205
740027,353
740028,16
740029,111
740030,51
740031,483
740032,82
741001,25
741002,3
746001,33
746002,276
746003,97
746004,474
746005,74
746006,369
746007,219
746008,388
746009,274
746010,256
746011,40
746012,67
751001,31
751002,0
751003,80
751004,105
751006,781
751007,95
751008,629
751009,85
751010,1797.45
751011,506
751012,348
751013,459
751014,619.35
751016,24
751018,692
751019,602
751020,395.36
751021,900.84
751022,74
751023,550
751024,169
751025,93
751026,5
751027,1530
751028,666
751030,149
751031,8
751033,350
751041,98
751042,286
751043,183
751044,158
751045,277
751047,509
751048,329
751049,291
751050,175
751051,811
751053,185
751055,39
751056,83
751061,1186
751062,118
751063,278
751064,692
751065,560
751066,219
751067,274
751068,30
756001,49
756002,19
756003,30
756004,7
756005,311
756006,6
756007,439
756008,22
756009,73
756010,69
760001,43.69
760002,18
760004,8.78
760007,21.53
760010,54
760012,18
760014,307
760016,15
760021,16
760022,35
760024,228
760025,15
760027,16
760028,14
760030,104
760032,5
760033,29
760035,67
766001,461
766002,76
766003,36
766004,45
766005,10
766006,15
766007,161
766010,9
766011,12
766012,60
766013,42
766014,6
766015,53
766017,30
766020,59
766021,151
766022,32
766023,24
766024,10
773001,7
773002,21
773003,25.27
773004,4
773005,110.73
779020,8
779021,326
779022,98
779023,51
779024,21
779025,23
779026,35
779027,26
787001,264.27
787002,52.70
787003,39.10
787004,19.46
787005,59.98
787006,14
787007,6.97
787008,29.13
787009,20.31
787010,32
787011,9.60
787012,51.79
787013,4.68
787014,29
787015,48
791001,83
791002,89
791003,56
791004,111
791005,19
791006,31
791007,27
791008,1001
791009,193
791011,39
791012,134
791013,599
791014,100
791015,42
791016,59
791017,55
810001,4
810002,43
810003,88
810004,7
810005,199
810006,9
810010,385
810034,5
810040,12
810050,19
810056,5
810070,19
810080,6
813001,94
813002,21
813003,5
813004,19
813005,72
813006,412
813007,18
813008,54
813009,263
813010,9
813011,2
813012,5
813013,19
813014,6
813015,33
820001,73
820002,55
820003,4
820004,327
820005,17
820006,8
820007,9
820008,26
820009,4
820010,75
820011,9
820012,5
820013,8
820014,7
825015,14
840001,711
840002,80
840003,47
840004,41
840005,27
840006,25
840007,36
840008,8
840009,7
840010,13
840011,5
846002,17
846003,108
846004,52
846008,56
846009,25
846011,166
846014,4
846018,51
846020,59
846022,30
846027,381
849001,417
849002,33
849003,82
849004,9
849005,25
849006,11
849007,5
849008,69
849009,7
849010,6
849011,25
849012,11
849013,36
849014,7
849015,7
849016,8
849018,76
849020,107
849021,22
851003,650.00
851004,507.00
851005,223
851007,55
851009,53.56
851010,67.44
851011,273
851012,372.71
851014,88
851015,122
851016,992.29
851017,184
851018,248
851019,317.23
851020,184.77
851022,229
851024,291
851027,1293.50
851028,957.10
851029,609.42
851030,1016.92
851031,164
851032,111
851033,209
851034,102.61
851035,121
851036,381.45
851038,18
851040,374
851043,86
851044,118
851046,13
851047,164
851052,24
851056,6
851058,29
851061,72
860001,14
860003,66
860004,300
860006,41
860007,17
860008,17
860011,41
860012,7
860013,29
860014,39
860015,84
860016,70
860018,177
860019,28
860020,12
860021,60
860022,63
860023,11
860026,11
860027,8
860028,8
