Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,KommuneKode,KommuneNavn,Regionskode,RegionNavn
,390007,31,5,2,390,Vordingborg,1085,Region Sjælland
,390008,31,5,2,390,Vordingborg,1085,Region Sjælland
,390009,31,5,2,390,Vordingborg,1085,Region Sjælland
,390010,31,5,2,390,Vordingborg,1085,Region Sjælland
,390011,31,5,2,390,Vordingborg,1085,Region Sjælland
,390012,31,5,2,390,Vordingborg,1085,Region Sjælland
,390013,31,5,2,390,Vordingborg,1085,Region Sjælland
,390014,31,5,2,390,Vordingborg,1085,Region Sjælland
,390015,31,5,2,390,Vordingborg,1085,Region Sjælland
,390016,31,5,2,390,Vordingborg,1085,Region Sjælland
,390017,31,5,2,390,Vordingborg,1085,Region Sjælland
,400001,28,4,1,400,Bornholm,1084,Region Hovedstaden
,400002,28,4,1,400,Bornholm,1084,Region Hovedstaden
,400003,28,4,1,400,Bornholm,1084,Region Hovedstaden
,400004,28,4,1,400,Bornholm,1084,Region Hovedstaden
,400005,28,4,1,400,Bornholm,1084,Region Hovedstaden
,400006,28,4,1,400,Bornholm,1084,Region Hovedstaden
,400007,27,4,1,400,Bornholm,1084,Region Hovedstaden
,400008,27,4,1,400,Bornholm,1084,Region Hovedstaden
,400009,27,4,1,400,Bornholm,1084,Region Hovedstaden
,410001,45,6,2,410,Middelfart,1083,Region Syddanmark
,410002,45,6,2,410,Middelfart,1083,Region Syddanmark
,410003,45,6,2,410,Middelfart,1083,Region Syddanmark
,410004,45,6,2,410,Middelfart,1083,Region Syddanmark
,410005,45,6,2,410,Middelfart,1083,Region Syddanmark
,410006,45,6,2,410,Middelfart,1083,Region Syddanmark
,410007,45,6,2,410,Middelfart,1083,Region Syddanmark
,410008,45,6,2,410,Middelfart,1083,Region Syddanmark
,410009,45,6,2,410,Middelfart,1083,Region Syddanmark
,410010,45,6,2,410,Middelfart,1083,Region Syddanmark
,410011,45,6,2,410,Middelfart,1083,Region Syddanmark
,411001,28,4,1,411,,,
,420001,44,6,2,420,Assens,1083,Region Syddanmark
,420002,44,6,2,420,Assens,1083,Region Syddanmark
,420003,44,6,2,420,Assens,1083,Region Syddanmark
,420004,44,6,2,420,Assens,1083,Region Syddanmark
,420005,44,6,2,420,Assens,1083,Region Syddanmark
,420006,44,6,2,420,Assens,1083,Region Syddanmark
,420007,44,6,2,420,Assens,1083,Region Syddanmark
,420008,44,6,2,420,Assens,1083,Region Syddanmark
,420009,44,6,2,420,Assens,1083,Region Syddanmark
,420010,44,6,2,420,Assens,1083,Region Syddanmark
,420011,44,6,2,420,Assens,1083,Region Syddanmark
,420012,44,6,2,420,Assens,1083,Region Syddanmark
,420013,44,6,2,420,Assens,1083,Region Syddanmark
,420014,44,6,2,420,Assens,1083,Region Syddanmark
,420015,44,6,2,420,Assens,1083,Region Syddanmark
,420016,44,6,2,420,Assens,1083,Region Syddanmark
,420017,44,6,2,420,Assens,1083,Region Syddanmark
,420018,44,6,2,420,Assens,1083,Region Syddanmark
,430001,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430002,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430003,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430004,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430005,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430007,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430008,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430009,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430010,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430011,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430012,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430013,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430014,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430015,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430016,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430017,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430018,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430019,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430020,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430021,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,430022,48,6,2,430,Faaborg-Midtfyn,1083,Region Syddanmark
,440001,46,6,2,440,Kerteminde,1083,Region Syddanmark
,440002,46,6,2,440,Kerteminde,1083,Region Syddanmark
,440003,46,6,2,440,Kerteminde,1083,Region Syddanmark
,440004,46,6,2,440,Kerteminde,1083,Region Syddanmark
,440005,46,6,2,440,Kerteminde,1083,Region Syddanmark
,440006,46,6,2,440,Kerteminde,1083,Region Syddanmark
,450001,46,6,2,450,Nyborg,1083,Region Syddanmark
,450002,46,6,2,450,Nyborg,1083,Region Syddanmark
,450003,46,6,2,450,Nyborg,1083,Region Syddanmark
,450004,46,6,2,450,Nyborg,1083,Region Syddanmark
,450005,46,6,2,450,Nyborg,1083,Region Syddanmark
,450006,46,6,2,450,Nyborg,1083,Region Syddanmark
,450007,46,6,2,450,Nyborg,1083,Region Syddanmark
,450008,46,6,2,450,Nyborg,1083,Region Syddanmark
,450009,46,6,2,450,Nyborg,1083,Region Syddanmark
,450010,46,6,2,450,Nyborg,1083,Region Syddanmark
,450011,46,6,2,450,Nyborg,1083,Region Syddanmark
,450012,46,6,2,450,Nyborg,1083,Region Syddanmark
,450013,46,6,2,450,Nyborg,1083,Region Syddanmark
,461001,41,6,2,461,Odense,1083,Region Syddanmark
,461002,41,6,2,461,Odense,1083,Region Syddanmark
,461003,41,6,2,461,Odense,1083,Region Syddanmark
,461004,41,6,2,461,Odense,1083,Region Syddanmark
,461005,41,6,2,461,Odense,1083,Region Syddanmark
,461006,41,6,2,461,Odense,1083,Region Syddanmark
,461007,41,6,2,461,Odense,1083,Region Syddanmark
,461009,41,6,2,461,Odense,1083,Region Syddanmark
,461011,42,6,2,461,Odense,1083,Region Syddanmark
,461012,42,6,2,461,Odense,1083,Region Syddanmark
,461013,42,6,2,461,Odense,1083,Region Syddanmark
,461014,42,6,2,461,Odense,1083,Region Syddanmark
,461016,42,6,2,461,Odense,1083,Region Syddanmark
,461017,42,6,2,461,Odense,1083,Region Syddanmark
,461018,42,6,2,461,Odense,1083,Region Syddanmark
,461019,42,6,2,461,Odense,1083,Region Syddanmark
,461020,42,6,2,461,Odense,1083,Region Syddanmark
,461021,42,6,2,461,Odense,1083,Region Syddanmark
,461023,43,6,2,461,Odense,1083,Region Syddanmark
,461024,43,6,2,461,Odense,1083,Region Syddanmark
,461025,43,6,2,461,Odense,1083,Region Syddanmark
,461026,43,6,2,461,Odense,1083,Region Syddanmark
,461028,43,6,2,461,Odense,1083,Region Syddanmark
,461029,43,6,2,461,Odense,1083,Region Syddanmark
,461030,43,6,2,461,Odense,1083,Region Syddanmark
,461031,43,6,2,461,Odense,1083,Region Syddanmark
,461032,43,6,2,461,Odense,1083,Region Syddanmark
,461033,43,6,2,461,Odense,1083,Region Syddanmark
,461035,41,6,2,461,Odense,1083,Region Syddanmark
,461036,41,6,2,461,Odense,1083,Region Syddanmark
,479001,47,6,2,479,Svendborg,1083,Region Syddanmark
,479002,47,6,2,479,Svendborg,1083,Region Syddanmark
,479003,47,6,2,479,Svendborg,1083,Region Syddanmark
,479004,47,6,2,479,Svendborg,1083,Region Syddanmark
,479005,47,6,2,479,Svendborg,1083,Region Syddanmark
,479006,47,6,2,479,Svendborg,1083,Region Syddanmark
,479007,47,6,2,479,Svendborg,1083,Region Syddanmark
,479008,47,6,2,479,Svendborg,1083,Region Syddanmark
,479009,47,6,2,479,Svendborg,1083,Region Syddanmark
,479010,47,6,2,479,Svendborg,1083,Region Syddanmark
,479011,47,6,2,479,Svendborg,1083,Region Syddanmark
,479014,47,6,2,479,Svendborg,1083,Region Syddanmark
,479016,47,6,2,479,Svendborg,1083,Region Syddanmark
,479017,47,6,2,479,Svendborg,1083,Region Syddanmark
,479019,47,6,2,479,Svendborg,1083,Region Syddanmark
,479021,47,6,2,479,Svendborg,1083,Region Syddanmark
,479023,47,6,2,479,Svendborg,1083,Region Syddanmark
,479025,47,6,2,479,Svendborg,1083,Region Syddanmark
,479027,47,6,2,479,Svendborg,1083,Region Syddanmark
,480001,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480002,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480003,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480004,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480005,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480006,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480007,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480008,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480009,45,6,2,480,Nordfyns,1083,Region Syddanmark
,480010,45,6,2,480,Nordfyns,1083,Region Syddanmark
,482001,47,6,2,482,Langeland,1083,Region Syddanmark
,482002,47,6,2,482,Langeland,1083,Region Syddanmark
,482005,47,6,2,482,Langeland,1083,Region Syddanmark
,482007,47,6,2,482,Langeland,1083,Region Syddanmark
,482011,47,6,2,482,Langeland,1083,Region Syddanmark
,492001,48,6,2,492,Ærø,1083,Region Syddanmark
,492002,48,6,2,492,Ærø,1083,Region Syddanmark
,492003,48,6,2,492,Ærø,1083,Region Syddanmark
,510001,61,7,2,510,Haderslev,1083,Region Syddanmark
,510002,61,7,2,510,Haderslev,1083,Region Syddanmark
,510003,61,7,2,510,Haderslev,1083,Region Syddanmark
,510004,61,7,2,510,Haderslev,1083,Region Syddanmark
,510005,61,7,2,510,Haderslev,1083,Region Syddanmark
,510006,61,7,2,510,Haderslev,1083,Region Syddanmark
,510007,61,7,2,510,Haderslev,1083,Region Syddanmark
,510008,61,7,2,510,Haderslev,1083,Region Syddanmark
,510009,61,7,2,510,Haderslev,1083,Region Syddanmark
,510010,61,7,2,510,Haderslev,1083,Region Syddanmark
,510011,61,7,2,510,Haderslev,1083,Region Syddanmark
,510012,61,7,2,510,Haderslev,1083,Region Syddanmark
,510013,61,7,2,510,Haderslev,1083,Region Syddanmark
,510014,61,7,2,510,Haderslev,1083,Region Syddanmark
,510015,61,7,2,510,Haderslev,1083,Region Syddanmark
,510016,61,7,2,510,Haderslev,1083,Region Syddanmark
,510017,61,7,2,510,Haderslev,1083,Region Syddanmark
,510018,61,7,2,510,Haderslev,1083,Region Syddanmark
,510019,61,7,2,510,Haderslev,1083,Region Syddanmark
,510020,61,7,2,510,Haderslev,1083,Region Syddanmark
,510021,61,7,2,510,Haderslev,1083,Region Syddanmark
,510022,61,7,2,510,Haderslev,1083,Region Syddanmark
,530001,55,7,2,530,Billund,1083,Region Syddanmark
,530002,55,7,2,530,Billund,1083,Region Syddanmark
,530003,55,7,2,530,Billund,1083,Region Syddanmark
,530004,55,7,2,530,Billund,1083,Region Syddanmark
,530005,55,7,2,530,Billund,1083,Region Syddanmark
,530006,55,7,2,530,Billund,1083,Region Syddanmark
,530007,55,7,2,530,Billund,1083,Region Syddanmark
,540001,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540002,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540003,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540004,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540005,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540006,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540007,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540008,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540009,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540010,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540011,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540012,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540013,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540014,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540015,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540016,49,7,2,540,Sønderborg,1083,Region Syddanmark
,540017,49,7,2,540,Sønderborg,1083,Region Syddanmark
,550001,51,7,2,550,Tønder,1083,Region Syddanmark
,550002,51,7,2,550,Tønder,1083,Region Syddanmark
,550003,51,7,2,550,Tønder,1083,Region Syddanmark
,550004,51,7,2,550,Tønder,1083,Region Syddanmark
,550007,51,7,2,550,Tønder,1083,Region Syddanmark
,550008,51,7,2,550,Tønder,1083,Region Syddanmark
,550012,51,7,2,550,Tønder,1083,Region Syddanmark
,550014,51,7,2,550,Tønder,1083,Region Syddanmark
,550015,51,7,2,550,Tønder,1083,Region Syddanmark
,550016,51,7,2,550,Tønder,1083,Region Syddanmark
,550017,51,7,2,550,Tønder,1083,Region Syddanmark
,550018,51,7,2,550,Tønder,1083,Region Syddanmark
,550019,51,7,2,550,Tønder,1083,Region Syddanmark
,550021,51,7,2,550,Tønder,1083,Region Syddanmark
,550023,51,7,2,550,Tønder,1083,Region Syddanmark
,550024,51,7,2,550,Tønder,1083,Region Syddanmark
,550025,51,7,2,550,Tønder,1083,Region Syddanmark
,550027,51,7,2,550,Tønder,1083,Region Syddanmark
,550029,51,7,2,550,Tønder,1083,Region Syddanmark
,550051,51,7,2,550,Tønder,1083,Region Syddanmark
,550061,51,7,2,550,Tønder,1083,Region Syddanmark
,550071,51,7,2,550,Tønder,1083,Region Syddanmark
,561002,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561003,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561004,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561005,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561006,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561007,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561008,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561011,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561012,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561015,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561016,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561017,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561020,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561021,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561022,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561023,52,7,2,561,Esbjerg,1083,Region Syddanmark
,561024,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561025,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561028,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561032,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561033,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561035,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561038,53,7,2,561,Esbjerg,1083,Region Syddanmark
,561040,53,7,2,561,Esbjerg,1083,Region Syddanmark
,563001,52,7,2,563,Fanø,1083,Region Syddanmark
,563002,52,7,2,563,Fanø,1083,Region Syddanmark
,573001,54,7,2,573,Varde,1083,Region Syddanmark
,573004,54,7,2,573,Varde,1083,Region Syddanmark
,573005,54,7,2,573,Varde,1083,Region Syddanmark
,573006,54,7,2,573,Varde,1083,Region Syddanmark
,573007,54,7,2,573,Varde,1083,Region Syddanmark
,573008,54,7,2,573,Varde,1083,Region Syddanmark
,573009,54,7,2,573,Varde,1083,Region Syddanmark
,573010,54,7,2,573,Varde,1083,Region Syddanmark
,573013,54,7,2,573,Varde,1083,Region Syddanmark
,573014,54,7,2,573,Varde,1083,Region Syddanmark
,573015,54,7,2,573,Varde,1083,Region Syddanmark
,573018,54,7,2,573,Varde,1083,Region Syddanmark
,573019,54,7,2,573,Varde,1083,Region Syddanmark
,573022,54,7,2,573,Varde,1083,Region Syddanmark
,573023,54,7,2,573,Varde,1083,Region Syddanmark
,573024,54,7,2,573,Varde,1083,Region Syddanmark
,573026,54,7,2,573,Varde,1083,Region Syddanmark
,573027,54,7,2,573,Varde,1083,Region Syddanmark
,573028,54,7,2,573,Varde,1083,Region Syddanmark
,573030,54,7,2,573,Varde,1083,Region Syddanmark
,573031,54,7,2,573,Varde,1083,Region Syddanmark
,573032,54,7,2,573,Varde,1083,Region Syddanmark
,573033,54,7,2,573,Varde,1083,Region Syddanmark
,575001,55,7,2,575,Vejen,1083,Region Syddanmark
,575002,55,7,2,575,Vejen,1083,Region Syddanmark
,575003,55,7,2,575,Vejen,1083,Region Syddanmark
,575004,55,7,2,575,Vejen,1083,Region Syddanmark
,575005,55,7,2,575,Vejen,1083,Region Syddanmark
,575006,55,7,2,575,Vejen,1083,Region Syddanmark
,575007,55,7,2,575,Vejen,1083,Region Syddanmark
,575008,55,7,2,575,Vejen,1083,Region Syddanmark
,575009,55,7,2,575,Vejen,1083,Region Syddanmark
,575010,55,7,2,575,Vejen,1083,Region Syddanmark
,575011,55,7,2,575,Vejen,1083,Region Syddanmark
,575012,55,7,2,575,Vejen,1083,Region Syddanmark
,575013,55,7,2,575,Vejen,1083,Region Syddanmark
,575014,55,7,2,575,Vejen,1083,Region Syddanmark
,575015,55,7,2,575,Vejen,1083,Region Syddanmark
,575016,55,7,2,575,Vejen,1083,Region Syddanmark
,575017,55,7,2,575,Vejen,1083,Region Syddanmark
,575018,55,7,2,575,Vejen,1083,Region Syddanmark
,575019,55,7,2,575,Vejen,1083,Region Syddanmark
,580001,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580002,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580003,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580004,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580005,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580006,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580007,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580008,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580009,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580010,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580011,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580012,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580013,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580014,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580015,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580016,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580017,50,7,2,580,Aabenraa,1083,Region Syddanmark
,580018,50,7,2,580,Aabenraa,1083,Region Syddanmark
,607001,58,7,2,607,Fredericia,1083,Region Syddanmark
,607002,58,7,2,607,Fredericia,1083,Region Syddanmark
,607003,58,7,2,607,Fredericia,1083,Region Syddanmark
,607004,58,7,2,607,Fredericia,1083,Region Syddanmark
,607005,58,7,2,607,Fredericia,1083,Region Syddanmark
,607006,58,7,2,607,Fredericia,1083,Region Syddanmark
,607007,58,7,2,607,Fredericia,1083,Region Syddanmark
,607008,58,7,2,607,Fredericia,1083,Region Syddanmark
,615001,71,8,3,615,Horsens,1082,Region Midtjylland
,615002,71,8,3,615,Horsens,1082,Region Midtjylland
,615003,71,8,3,615,Horsens,1082,Region Midtjylland
,615004,71,8,3,615,Horsens,1082,Region Midtjylland
,615005,71,8,3,615,Horsens,1082,Region Midtjylland
,615006,71,8,3,615,Horsens,1082,Region Midtjylland
,615007,71,8,3,615,Horsens,1082,Region Midtjylland
,615008,71,8,3,615,Horsens,1082,Region Midtjylland
,615009,71,8,3,615,Horsens,1082,Region Midtjylland
,615010,71,8,3,615,Horsens,1082,Region Midtjylland
,615011,71,8,3,615,Horsens,1082,Region Midtjylland
,615012,71,8,3,615,Horsens,1082,Region Midtjylland
,615013,71,8,3,615,Horsens,1082,Region Midtjylland
,615014,71,8,3,615,Horsens,1082,Region Midtjylland
,615015,71,8,3,615,Horsens,1082,Region Midtjylland
,615016,71,8,3,615,Horsens,1082,Region Midtjylland
,615017,71,8,3,615,Horsens,1082,Region Midtjylland
,615018,71,8,3,615,Horsens,1082,Region Midtjylland
,615019,71,8,3,615,Horsens,1082,Region Midtjylland
,615020,71,8,3,615,Horsens,1082,Region Midtjylland
,615021,71,8,3,615,Horsens,1082,Region Midtjylland
,615022,71,8,3,615,Horsens,1082,Region Midtjylland
,621001,59,7,2,621,Kolding,1083,Region Syddanmark
,621002,59,7,2,621,Kolding,1083,Region Syddanmark
,621003,59,7,2,621,Kolding,1083,Region Syddanmark
,621004,59,7,2,621,Kolding,1083,Region Syddanmark
,621005,59,7,2,621,Kolding,1083,Region Syddanmark
,621006,59,7,2,621,Kolding,1083,Region Syddanmark
,621007,59,7,2,621,Kolding,1083,Region Syddanmark
,621008,60,7,2,621,Kolding,1083,Region Syddanmark
,621009,60,7,2,621,Kolding,1083,Region Syddanmark
,621010,60,7,2,621,Kolding,1083,Region Syddanmark
,621011,60,7,2,621,Kolding,1083,Region Syddanmark
,621012,60,7,2,621,Kolding,1083,Region Syddanmark
,621013,60,7,2,621,Kolding,1083,Region Syddanmark
,621014,60,7,2,621,Kolding,1083,Region Syddanmark
,621015,60,7,2,621,Kolding,1083,Region Syddanmark
,630001,57,7,2,630,Vejle,1083,Region Syddanmark
,630002,57,7,2,630,Vejle,1083,Region Syddanmark
,630003,57,7,2,630,Vejle,1083,Region Syddanmark
,630004,57,7,2,630,Vejle,1083,Region Syddanmark
,630005,57,7,2,630,Vejle,1083,Region Syddanmark
,630006,57,7,2,630,Vejle,1083,Region Syddanmark
,630007,57,7,2,630,Vejle,1083,Region Syddanmark
,630008,57,7,2,630,Vejle,1083,Region Syddanmark
,630009,57,7,2,630,Vejle,1083,Region Syddanmark
,630010,57,7,2,630,Vejle,1083,Region Syddanmark
,630011,57,7,2,630,Vejle,1083,Region Syddanmark
,630012,57,7,2,630,Vejle,1083,Region Syddanmark
,630013,57,7,2,630,Vejle,1083,Region Syddanmark
,630014,57,7,2,630,Vejle,1083,Region Syddanmark
,630015,57,7,2,630,Vejle,1083,Region Syddanmark
,630016,56,7,2,630,Vejle,1083,Region Syddanmark
,630017,56,7,2,630,Vejle,1083,Region Syddanmark
,630018,56,7,2,630,Vejle,1083,Region Syddanmark
,630019,56,7,2,630,Vejle,1083,Region Syddanmark
,630020,56,7,2,630,Vejle,1083,Region Syddanmark
,630021,56,7,2,630,Vejle,1083,Region Syddanmark
,630022,56,7,2,630,Vejle,1083,Region Syddanmark
,630023,56,7,2,630,Vejle,1083,Region Syddanmark
,630024,56,7,2,630,Vejle,1083,Region Syddanmark
,630025,56,7,2,630,Vejle,1083,Region Syddanmark
,630026,56,7,2,630,Vejle,1083,Region Syddanmark
,630027,56,7,2,630,Vejle,1083,Region Syddanmark
,630028,56,7,2,630,Vejle,1083,Region Syddanmark
,630029,56,7,2,630,Vejle,1083,Region Syddanmark
,630030,56,7,2,630,Vejle,1083,Region Syddanmark
,630031,56,7,2,630,Vejle,1083,Region Syddanmark
,630032,56,7,2,630,Vejle,1083,Region Syddanmark
,630033,56,7,2,630,Vejle,1083,Region Syddanmark
,630034,56,7,2,630,Vejle,1083,Region Syddanmark
,657001,80,9,3,657,Herning,1082,Region Midtjylland
,657002,80,9,3,657,Herning,1082,Region Midtjylland
,657005,80,9,3,657,Herning,1082,Region Midtjylland
,657006,80,9,3,657,Herning,1082,Region Midtjylland
,657007,80,9,3,657,Herning,1082,Region Midtjylland
,657008,80,9,3,657,Herning,1082,Region Midtjylland
,657009,80,9,3,657,Herning,1082,Region Midtjylland
,657011,80,9,3,657,Herning,1082,Region Midtjylland
,657013,81,9,3,657,Herning,1082,Region Midtjylland
,657014,81,9,3,657,Herning,1082,Region Midtjylland
,657015,81,9,3,657,Herning,1082,Region Midtjylland
,657016,81,9,3,657,Herning,1082,Region Midtjylland
,657017,81,9,3,657,Herning,1082,Region Midtjylland
,657018,81,9,3,657,Herning,1082,Region Midtjylland
,657019,81,9,3,657,Herning,1082,Region Midtjylland
,657020,81,9,3,657,Herning,1082,Region Midtjylland
,657021,81,9,3,657,Herning,1082,Region Midtjylland
,657022,81,9,3,657,Herning,1082,Region Midtjylland
,657023,81,9,3,657,Herning,1082,Region Midtjylland
,657024,81,9,3,657,Herning,1082,Region Midtjylland
,657025,81,9,3,657,Herning,1082,Region Midtjylland
,657026,81,9,3,657,Herning,1082,Region Midtjylland
,657027,81,9,3,657,Herning,1082,Region Midtjylland
,657028,81,9,3,657,Herning,1082,Region Midtjylland
,657029,81,9,3,657,Herning,1082,Region Midtjylland
,657030,81,9,3,657,Herning,1082,Region Midtjylland
,661001,82,9,3,661,Holstebro,1082,Region Midtjylland
,661002,82,9,3,661,Holstebro,1082,Region Midtjylland
,661003,82,9,3,661,Holstebro,1082,Region Midtjylland
,661004,82,9,3,661,Holstebro,1082,Region Midtjylland
,661005,82,9,3,661,Holstebro,1082,Region Midtjylland
,661006,82,9,3,661,Holstebro,1082,Region Midtjylland
,661007,82,9,3,661,Holstebro,1082,Region Midtjylland
,661008,82,9,3,661,Holstebro,1082,Region Midtjylland
,661009,82,9,3,661,Holstebro,1082,Region Midtjylland
,661010,82,9,3,661,Holstebro,1082,Region Midtjylland
,665001,73,9,3,665,Lemvig,1082,Region Midtjylland
,665002,73,9,3,665,Lemvig,1082,Region Midtjylland
,665003,73,9,3,665,Lemvig,1082,Region Midtjylland
,665004,73,9,3,665,Lemvig,1082,Region Midtjylland
,665005,73,9,3,665,Lemvig,1082,Region Midtjylland
,665006,73,9,3,665,Lemvig,1082,Region Midtjylland
,665007,73,9,3,665,Lemvig,1082,Region Midtjylland
,665008,73,9,3,665,Lemvig,1082,Region Midtjylland
,671001,73,9,3,671,Struer,1082,Region Midtjylland
,671002,73,9,3,671,Struer,1082,Region Midtjylland
,671003,73,9,3,671,Struer,1082,Region Midtjylland
,671004,73,9,3,671,Struer,1082,Region Midtjylland
,671005,73,9,3,671,Struer,1082,Region Midtjylland
,671006,73,9,3,671,Struer,1082,Region Midtjylland
,671007,73,9,3,671,Struer,1082,Region Midtjylland
,706001,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706002,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706003,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706004,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706005,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706006,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706007,66,8,3,706,Syddjurs,1082,Region Midtjylland
,706008,66,8,3,706,Syddjurs,1082,Region Midtjylland
,707001,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707002,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707003,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707004,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707005,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707006,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707007,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707008,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707009,66,8,3,707,Norddjurs,1082,Region Midtjylland
,707010,66,8,3,707,Norddjurs,1082,Region Midtjylland
,710001,69,8,3,710,Favrskov,1082,Region Midtjylland
,710002,69,8,3,710,Favrskov,1082,Region Midtjylland
,710003,69,8,3,710,Favrskov,1082,Region Midtjylland
,710004,69,8,3,710,Favrskov,1082,Region Midtjylland
,710005,69,8,3,710,Favrskov,1082,Region Midtjylland
,710006,69,8,3,710,Favrskov,1082,Region Midtjylland
,710007,69,8,3,710,Favrskov,1082,Region Midtjylland
,710008,69,8,3,710,Favrskov,1082,Region Midtjylland
,710009,69,8,3,710,Favrskov,1082,Region Midtjylland
