ValgstedId,Boligtype_Antal_boliger_01. Stuehuse og parcelhuse,Boligtype_Antal_boliger_02. Række- og kædehuse,Boligtype_Antal_boliger_03. Flerfamiliehuse,Boligtype_Antal_boliger_04. Kollegier,Boligtype_Antal_boliger_05. Sommerhuse,Boligtype_Antal_boliger_06. Øvrige boliger
615012,1381,102,65,0,0,6
615013,1461,291,477,4,4,41
615014,685,21,12,0,1,3
615015,436,23,13,0,1,4
615016,1214,152,132,0,0,19
615017,913,239,92,0,0,4
615018,1196,192,129,0,0,5
615019,654,88,16,0,0,5
615020,273,2,3,0,0,0
615021,76,33,1139,281,0,1
615022,205,21,0,0,2,2
621001,737,222,3247,33,0,31
621002,565,514,1741,0,0,6
621003,1002,679,1241,0,0,3
621004,2216,972,460,0,14,34
621005,1494,539,251,0,0,4
621006,1612,334,60,0,3,5
621007,1879,359,194,19,0,11
621008,620,159,3228,0,0,6
621009,1506,411,2544,0,1,14
621010,1863,341,374,13,0,5
621011,1512,350,43,0,0,23
621012,1503,249,71,1,58,13
621013,817,335,166,0,0,6
621014,2185,615,480,0,0,21
621015,2222,424,387,0,64,14
630001,887,337,234,0,14,53
630002,1628,978,153,0,9,52
630003,688,45,12,0,128,4
630004,840,75,18,0,0,9
630005,674,112,19,1,0,4
630006,1150,245,166,0,1,97
630007,347,30,12,0,0,5
630008,722,39,59,0,0,6
630009,1139,130,7554,11,3,141
630010,420,55,35,0,0,9
630011,1290,592,206,0,2,9
630012,1022,47,514,0,1,15
630013,513,401,685,0,0,4
630014,693,115,686,0,0,3
630015,53,83,2731,0,3,4
630016,770,176,2,0,0,5
630017,1870,523,420,0,2,29
630018,793,122,72,0,9,12
630019,445,92,37,0,1,9
630020,421,28,65,0,0,5
630021,415,3,9,0,1,5
630022,195,2,4,0,0,1
630023,591,58,28,0,0,7
630024,1179,498,116,115,1,20
630025,676,8,20,0,0,9
630026,488,88,38,0,0,5
630027,702,165,55,1,0,4
630028,598,51,17,0,1,6
630029,578,50,32,0,1,10
630030,1211,425,1440,0,0,19
630031,588,172,18,0,1,10
630032,2437,646,677,0,0,9
630033,532,74,613,0,0,50
630034,1305,214,347,0,0,6
657001,3833,1188,8694,231,0,96
657002,511,87,11,0,0,7
657005,1073,170,236,0,1,32
657006,387,15,10,0,5,7
657007,1984,391,152,0,0,5
657008,840,80,132,0,0,31
657009,381,7,28,0,0,13
657011,292,10,7,0,0,1
657013,1259,171,374,0,0,9
657014,300,25,17,0,0,0
657015,295,103,447,0,0,1
657016,442,58,12,0,0,1
657017,2155,700,719,327,0,17
657018,260,34,3,0,0,0
657019,352,13,30,0,0,1
657020,193,13,0,0,0,1
657021,320,35,9,0,0,0
657022,345,52,7,0,0,2
657023,1513,429,200,20,1,8
657024,1367,280,386,0,41,17
657025,442,39,21,0,0,10
657026,1461,477,675,18,0,9
657027,1255,329,382,8,0,22
657028,202,4,4,0,0,1
657029,590,55,37,0,0,1
657030,410,43,49,0,0,7
661001,3912,914,4342,0,18,60
661002,1583,410,19,0,0,1
661003,799,64,57,0,0,2
661004,1271,495,10,0,2,6
661005,2339,2251,1928,0,26,5
661006,1954,200,402,0,30,9
661007,802,36,39,0,0,1
661008,1140,235,137,1,0,11
661009,684,119,128,0,0,4
661010,437,29,15,0,57,8
665001,1865,427,1165,0,0,26
665002,887,87,54,87,0,7
665003,766,107,14,0,43,4
665004,823,49,10,0,1,3
665005,547,19,37,0,10,11
665006,547,54,10,0,0,4
665007,686,186,62,8,1,20
665008,661,109,19,0,17,7
671001,1805,513,1917,3,0,53
671002,600,231,269,0,0,0
671003,589,68,35,0,15,4
671004,643,84,27,0,31,5
671005,708,106,20,0,3,6
671006,807,39,42,0,0,5
671007,1222,132,92,0,31,11
706001,2384,873,749,1,451,37
706002,1389,161,33,1,220,7
706003,828,78,49,1,94,2
706004,1123,187,169,0,34,32
706005,1541,287,261,0,13,29
706006,2139,828,416,0,21,14
706007,1220,215,133,2,0,10
706008,2338,500,388,4,219,67
707001,2715,703,1457,39,17,47
707002,0,0,0,0,0,0
707003,988,83,89,0,3,9
707004,1392,812,1281,141,130,19
707005,1428,249,48,0,150,28
707006,838,135,37,0,0,7
707007,1132,221,82,0,59,34
707008,914,81,169,8,0,32
707009,1367,351,107,0,0,57
707010,660,106,32,0,40,8
710001,1514,396,515,22,0,10
710002,1110,204,348,0,0,12
710003,778,61,12,0,0,3
710004,1986,752,798,0,0,9
710005,765,25,33,0,0,5
710006,1193,484,323,0,0,20
710007,1192,469,112,0,0,3
710008,517,168,14,0,0,0
710009,1445,252,125,0,1,7
710010,1269,207,130,0,2,4
710011,754,79,29,0,1,5
710012,874,176,98,0,0,1
710013,424,70,35,0,0,3
710014,414,52,2,0,0,6
727001,2808,1325,2117,1,9,55
727002,175,4,1,0,0,3
727003,492,26,20,0,188,9
727004,480,10,12,1,34,4
727005,660,136,87,0,15,4
727006,386,60,15,0,0,9
727007,482,19,29,0,12,11
727008,484,24,11,0,1,6
727009,0,0,0,0,0,0
727010,0,0,0,0,0,0
730001,941,248,260,0,0,14
730002,971,207,6,0,0,9
730004,356,5,4,0,0,3
730005,571,92,62,0,0,4
730006,467,41,15,0,9,8
730007,539,121,3,0,1,3
730008,927,175,33,0,2,14
730009,623,27,2,0,0,2
730010,543,79,12,0,0,4
730011,1164.41,480.22,625.77,0,0,29.70
730012,880,289,8,0,0,14
730013,1218,425,15,0,0,15
730014,891,201,19,0,0,3
730015,335,28,6,0,0,2
730016,420,74,8,0,0,5
730017,474,76,36,0,0,2
730021,893,122,13,0,0,10
730024,273.59,153.78,2987.23,7,0,13.30
730025,343,15,1918,0,0,10
730026,955,294,1695,136,0,8
730027,443,283,2294,0,0,2
730028,16,66,2962,0,0,39
730029,1265,212,2081,15,1,4
730030,590,231,1360,0,0,41
730031,2114,389,1193,0,0,40
730032,780,319,1049,0,2,25
730033,557,411,70,0,0,7
730034,1166,130,48,0,2,43
730036,1316,398,37,0,0,39
730037,385,34,3,0,0,3
740001,1080,188,205,0,32,6
740002,815,228,181,0,33,7
740003,642,127,98,0,51,7
740004,644,133,65,11,1,2
740005,430,68,23,0,29,2
740006,1520,932,623,1,0,19
740007,1621,476,684,0,1,11
740008,395,145,8,0,0,3
740009,494,34,18,0,1,1
740010,502,114,28,0,1,5
740011,566,193,73,0,2,1
740012,360,21,3,0,0,2
740013,1362,384,2,0,14,2
740014,402,45,6,0,0,1
740015,528,142,14,0,0,1
740016,1070,140,48,0,0,19
740017,496,54,11,0,1,2
740018,580,123,15,0,0,5
740021,1280,457,65,0,0,21
740022,748,132,54,0,5,6
740023,1334,273,294,0,1,12
740024,376,78,6,0,1,1
740025,201,8,8,0,0,5
740026,144,89,1190,70,0,1
740027,751,400,307,0,8,4
740028,982,348,946,0,0,2
740029,1140,384,2007,1,0,9
740030,1156,296,130,0,1,16
740031,1107,298,3975,0,0,20
740032,1007,304,88,0,40,4
741001,1303,238,120,1,35,35
741002,187,30,7,1,14,6
746001,852,76,20,0,0,0
746002,1617,630,349,0,0,12
746003,622,89,26,1,6,11
746004,2022,1017,623,0,1,9
746005,1143,176,118,0,2,15
746006,1703,888,2268,9,23,26
746007,1459,795,756,0,0,5
746008,1865,756,386,0,6,79
746009,1505,388,74,0,0,9
746010,1343,283,193,0,0,5
746011,706,105,18,0,0,2
746012,804,48,5,0,1,2
751001,281,148,8504,280,1,29
751002,2,7,4723,0,0,4
751003,1153,1477,1643,0,9,12
751004,1056,282,1348,61,0,10
751006,1699,2319,447,0,0,19
751007,1371,111,1845,0,0,2
751008,1159,967,4112,705,15,21
751009,895,826,302,1,2,7
751010,15.92,76.40,4633.75,141.10,0.04,37.11
751011,1083,960,184,0,149,16
751012,1250,847,110,1,0,5
751013,1624,475,180,0,1,9
751014,4.97,24.32,1518.57,47.34,0,12.55
751016,259,35,7,0,0,4
751018,1195,1480,491,0,0,4
751019,883,1160,181,0,1,2
751020,15.29,62.61,2805.76,60.26,0.29,13.52
751021,34.83,142.66,6392.93,137.30,0.67,30.81
751022,815,270,873,0,0,11
751023,1202,828,2395,0,1,6
751024,1613,775,1054,0,0,48
751025,274,198,3121,3,0,151
751026,1179,360,669,771,0,6
751027,2,15,4022,250,0,7
751028,1134,1348,1839,0,0,18
751030,1217,472,221,0,0,5
751031,226,38,7,0,0,0
751033,851,579,246,0,0,4
751041,51,129,4007,473,0,25
751042,330,330,6495,28,0,14
751043,106,55,4180,406,0,2
751044,247,268,130,13,15,38
751045,2711,523,855,41,1,15
751047,2345,1834,745,65,0,13
751048,631,919,68,34,0,2
751049,1054,723,550,1,1,22
751050,1175,529,169,0,416,14
751051,2062,1248,413,92,0,8
751053,703,318,476,0,0,6
751055,298,140,35,0,0,0
751056,652,130,3,0,0,3
751061,200,1131,4426,1453,0,9
751062,149,21,1730,70,0,2
751063,922,676,4083,601,3,1
751064,842,414,2303,205,3,36
751065,1239,1270,1478,0,2,1
751066,1101,706,1187,0,1,4
751067,411,213,2423,326,0,3
751068,327,359,1038,0,0,1
756001,828,179,102,0,8,5
756002,440,24,3,0,0,0
756003,809,211,93,0,0,8
756004,388,32,42,0,0,0
756005,2492,370,1045,1,0,20
756006,358,10,16,0,1,2
756007,4169,1295,2080,27,0,85
756008,366,55,2,0,0,5
756009,1172,269,137,0,10,5
756010,1007,209,39,1,2,7
760001,1705.56,520.91,252.04,2.71,25.42,14.78
760002,450,52,11,0,86,11
760004,390.09,58.93,26.30,1.29,0,2.87
760007,878.35,44.16,44.66,0,53.58,11.34
760010,1139,262,60,0,51,31
760012,410,104,12,0,0,6
760014,2247,1091,1177,21,0,62
760016,569,51,16,0,1,7
760021,731,184,57,5,0,7
760022,897,94,36,8,7,21
760024,2166,780,906,8,0,50
760025,467,81,20,0,0,10
760027,950,47,32,0,0,11
760028,430,37,12,0,33,8
760030,1508,525,286,0,0,25
760032,522,55,18,0,0,10
760033,893,118,11,0,0,5
760035,1363,209,67,0,0,20
766001,2478,720,493,0,0,31
766002,1246,312,321,0,0,6
766003,751,45,32,0,0,5
766004,591,49,28,0,1,6
766005,220,21,2,0,0,6
766006,513,13,12,0,2,3
766007,1529,342,501,1,134,25
766010,651,57,11,0,1,6
766011,551,17,31,1,0,3
766012,635,112,174,0,1,8
766013,648,69,40,1,1,8
766014,594,10,34,0,0,11
766015,870,47,19,1,68,8
766017,1003,82,70,0,0,4
766020,675,69,41,0,0,4
766021,887,396,185,0,0,9
766022,515,140,64,1,0,1
766023,496,33,10,0,0,3
766024,366,31,17,0,0,1
773001,630,22,8,0,5,2
773002,1776.88,115.18,33.13,0,3.70,9
773003,1067.53,68.73,15,0,15,3.27
773004,862,50,5,0,4,3
773005,2534.58,1170.10,1446.87,20,14.30,51.73
779020,332,32,24,0,16,3
779021,5166,1340,4824,9,2,47
779022,1970,183,125,0,84,1
779023,1322,200,56,0,0,2
779024,1482,148,43,0,49,8
779025,1190,216,140,0,23,7
779026,1410,257,106,0,4,3
779027,1289,90,38,0,46,3
787001,3781.39,1185.08,2402.51,0,2,28.28
787002,1360.94,133.25,111.40,0,3.53,11.28
787003,1504.39,324.94,256.25,0,16.23,23.86
787004,1004.88,250.03,122.51,0,0,8.80
787005,1145.73,71.83,106.19,1,2,3.60
787006,471,27,6,0,6,4
787007,767.30,53.02,57.67,0,19.36,6.02
787008,776.41,56.62,65.14,0,5.12,6.71
787009,628.05,40.43,39.29,0,0,0.14
787010,494,71,15,0,13,1
787011,355.79,43.09,24.58,0,22.47,3.70
787012,878.90,89.42,67.94,0,1.29,5.41
787013,458.21,68.29,12.52,0,0,1.20
787014,451,68,4,0,0,3
787015,326,93,8,0,33,8
791001,1117,312,52,10,0,10
791002,1173,192,16,0,2,11
791003,1094,336,239,0,1,9
791004,1218,119,113,0,51,4
791005,889,65,52,0,0,6
791006,1178,187,134,0,1,5
791007,870,79,20,0,1,5
791008,5456,1757,7749,302,3,63
791009,3169,641,830,0,12,10
791011,929,64,42,0,1,6
791012,1670,294,106,0,1,10
791013,3289,1574,930,53,2,18
791014,1267,194,57,0,0,1
791015,1172,109,186,0,2,7
791016,1320,196,133,0,29,9
791017,1131,203,96,0,0,5
810001,347,25,24,0,0,1
810002,696,91,68,0,19,30
810003,1652,329,310,0,0,24
810004,524,38,25,0,0,4
810005,1413,364,187,0,0,17
810006,740,55,41,0,0,10
810010,3387,1085,1789,0,0,135
810034,248,26,3,0,0,1
810040,493,16,0,0,0,1
810050,592,49,22,0,0,5
810056,263,6,19,0,0,1
810070,956,59,69,0,0,3
810080,324,33,8,0,0,2
813001,2310,1361,548,0,21,11
813002,655,171,26,0,45,11
813003,349,28,7,0,47,4
813004,676,21,4,0,0,5
813005,904,113,86,0,26,4
813006,5455,1995,4862,160,34,38
813007,764,29,6,0,0,9
813008,747,73,6,0,0,1
813009,3131,770,876,0,43,16
813010,423,31,78,0,1,1
813011,329,15,14,0,0,4
813012,326,3,15,0,1,0
813013,698,44,44,0,94,4
813014,289,14,13,0,0,3
813015,830,95,120,0,1,5
820001,1335,253,311,10,0,7
820002,1548,477,283,0,0,22
820003,295,16,8,0,20,3
820004,2602,723,1109,11,0,66
820005,625,30,26,0,54,31
820006,440,14,15,0,0,0
820007,758,45,62,1,2,3
820008,650,69,73,0,17,15
820009,413,34,24,0,10,20
820010,1510,428,622,0,0,4
820011,706,63,87,0,8,4
820012,559,14,9,0,0,4
820013,364,23,18,0,59,4
820014,323,13,14,0,0,3
825015,785,125,33,0,41,16
840001,2534,755,637,0,1,88
840002,1333,248,218,0,0,48
840003,806,100,129,0,0,22
840004,989,122,52,0,0,49
840005,1038,160,58,0,1,35
840006,477,69,36,0,0,20
840007,676,64,17,0,0,24
840008,603,64,27,0,0,31
840009,363,19,15,0,0,5
840010,620,33,6,0,0,6
840011,281,3,6,0,1,5
846002,847,171,41,0,16,2
846003,1304,417,200,0,13,10
846004,1237,275,250,0,0,7
846008,796,106,20,0,2,3
846009,891,73,31,0,0,5
846011,2088,445,770,0,0,28
846014,433,26,48,0,0,3
846018,854,163,77,0,158,3
846020,1284,127,21,0,0,2
846022,766,165,23,0,0,2
846027,2393,773,2485,0,0,21
849001,1901,580,286,2,0,29
849002,713,89,7,0,0,2
849003,585,70,7,0,0,9
849004,469,82,12,0,0,3
849005,422,59,7,0,16,14
849006,246,20,12,0,49,7
849007,241,9,16,0,0,6
849008,957,356,175,0,0,21
849009,557,44,21,0,0,5
849010,272,13,0,0,0,2
849011,433,27,6,0,34,7
849012,637,34,38,0,0,5
849013,1303,396,343,7,49,20
849014,546,34,10,0,15,8
849015,417,6,1,0,0,2
849016,499,7,5,0,0,3
849018,2102,482,238,0,1,16
849020,482,127,78,0,185,11
849021,478,58,39,0,41,8
851003,713.48,270.23,3146.07,0,0,38.76
851004,556.52,210.77,2453.93,0,0,30.24
851005,1501,620,3467,0,5,51
851007,924,219,133,0,0,13
851009,973.82,285.51,37.18,0,1.33,23.46
851010,1226.18,359.49,46.82,0,1.67,29.54
851011,1967,956,246,0,1,124
851012,64.71,30.85,2202.14,19.39,0.55,16.93
851014,108,82,2721,43,3,16
851015,32,18,4952,37,0,15
851016,172.29,82.15,5862.86,51.61,1.45,45.07
851017,1312,563,2289,0,0,13
851018,1111,500,1059,0,0,45
851019,1804.79,932.09,1003.50,41.08,0,12.01
851020,1051.21,542.91,584.50,23.92,0,6.99
851022,1703,248,66,0,162,22
851024,1845,1110,176,0,0,72
851027,217.95,106.88,4893.70,39.81,0,60.84
851028,3.12,10.40,4217.46,31.73,0,61.90
851029,919.46,893.58,2741.37,378.70,0,70.56
851030,508.10,194.59,2396.36,0,0,5.04
851031,1558,598,1442,142,0,34
851032,947,572,264,0,60,69
851033,1391,390,124,0,0,15
851034,1715.01,692.84,414.43,0,0,41.36
851035,1769,585,42,0,64,49
851036,582.36,561.70,1715.68,236.76,0,44.29
851038,1141,129,22,0,5,7
851040,612,1048,2377,245,0,135
851043,1876,433,81,0,2,104
851044,1253,382,220,0,464,16
851046,521,83,34,0,0,14
851047,1943,523,481,0,5,43
851052,862,43,17,0,6,5
851056,717,122,110,0,1,13
851058,762,169,25,1,237,18
851061,1547,456,62,0,47,44
860001,706,23,19,0,15,7
860003,1576,540,865,1,4,10
860004,943,363,2644,0,0,27
860006,664,69,15,0,48,3
860007,619,108,68,0,0,7
860008,653,56,41,0,47,5
860011,1222,169,160,0,1,14
860012,709,31,30,0,0,18
860013,669,40,12,0,0,9
860014,539,53,24,0,130,19
860015,1935,574,428,8,0,14
860016,2170,485,424,0,0,17
860018,1519,529,1011,0,0,38
860019,1482,254,202,3,0,22
860020,450,16,12,0,19,7
860021,974,252,106,2,51,42
860022,1159,308,237,0,1,21
860023,442,37,24,0,0,2
860026,499,41,18,0,2,14
860027,422,5,6,0,0,6
860028,630,31,5,0,0,8
